MATURITY,OFFERING_AMT,OFFERING_DATE,COMPLETE_CUSIP,AMOUNT_OUTSTANDING,COUPON
2050-06-15,1250000,2020-05-18,45866FAL8,1250000,3
2030-05-28,1000000,2020-05-18,717081EY5,1000000,1.7
2040-05-28,1000000,2020-05-18,717081EZ2,1000000,2.55
2050-05-28,1250000,2020-05-18,717081FA6,1250000,2.7
2031-01-15,1500000,2020-05-20,20030NDM0,1500000,1.95
2051-01-15,1700000,2020-05-20,20030NDL2,1700000,2.8
2030-05-28,1000000,2020-05-20,05971KAF6,1000000,3.49
2031-06-01,3000000,2020-05-21,00206RJY9,3000000,2.75
2041-06-01,2500000,2020-05-21,00206RJZ6,2500000,3.5
2051-06-01,3000000,2020-05-21,00206RKA9,3000000,3.65
2060-06-01,1500000,2020-05-21,00206RKB7,1500000,3.85
2030-06-01,750000,2020-05-26,038222AN5,750000,1.75
2050-06-01,750000,2020-05-26,038222AP0,750000,2.75
2050-05-29,2500000,2020-05-26,89153VAV1,2500000,3.127
2030-06-15,1000000,2020-05-26,863667AY7,1000000,1.95
2031-06-03,3500000,2020-05-26,172967MS7,3500000,2.572
2030-06-15,1000000,2020-05-28,571903BE2,1000000,4.625
2031-06-04,1500000,2020-05-28,404280CH0,1500000,2.848
2050-06-01,6249997,2020-05-19,594918CC6,6249997,2.525
2060-06-01,3750000,2020-05-19,594918CD4,3750000,2.675
2030-06-15,750000,2020-06-01,03027XBC3,750000,2.1
2050-06-15,750000,2020-06-01,03027XBD1,1050000,3.1
2030-06-03,2000000,2020-06-01,023135BS4,2000000,1.5
2050-06-03,2500000,2020-06-01,023135BT2,2500000,2.5
2060-06-03,2000000,2020-06-01,023135BU9,2000000,2.7
2030-06-11,1000000,2020-06-04,440452AF7,1000000,1.8
2031-01-15,1100000,2020-06-04,22822VAT8,1100000,2.25
2051-01-15,900000,2020-06-04,22822VAU5,900000,3.25
2030-12-15,850000,2020-06-08,718546AW4,850000,2.15
2030-06-05,750000,2020-06-02,89788MAB8,750000,1.95
2030-07-01,500000,2020-06-08,11120VAJ2,800000,4.05
2030-09-15,750000,2020-06-08,72650RBN1,750000,3.8
2030-07-15,1100000,2020-06-08,29444UBH8,1100000,2.15
2030-06-24,1250000,2020-06-16,58933YAZ8,1250000,1.45
2040-06-24,1000000,2020-06-16,58933YBA2,1000000,2.35
2050-06-24,1250000,2020-06-16,58933YBB0,1250000,2.45
2031-02-01,2000000,2020-06-16,694308JG3,0,2.5
2040-08-01,1000000,2020-06-16,694308JH1,0,3.3
2050-08-01,1925000,2020-06-16,694308JJ7,0,3.5
2030-04-01,1000000,2020-03-27,89236TGY5,1000000,3.375
2030-06-21,750000,2020-06-17,37045XCY0,1100000,3.6
2041-06-19,3000000,2020-06-16,06051GJE0,5000000,2.676
2060-03-20,1841766,2020-04-27,907818FG8,1841766,3.839
2041-06-29,800000,2020-06-24,89153VAX7,800000,2.986
2060-06-29,800000,2020-06-24,89153VAW9,800000,3.386
2030-07-15,1000000,2020-06-26,674599EA9,1000000,8.875
2030-03-31,2500000,2020-06-29,874060AX4,2500000,2.05
2040-07-09,1500000,2020-06-29,874060AY2,1500000,3.025
2050-07-09,2000000,2020-06-29,874060AZ9,2000000,3.175
2060-07-09,1000000,2020-06-29,874060BD7,1000000,3.375
2030-07-08,1500000,2020-06-29,86562MCB4,1500000,2.13
2030-07-15,750000,2020-07-06,828807DK0,750000,2.65
2050-07-15,750000,2020-07-06,828807DJ3,750000,3.8
2030-07-16,1000000,2020-07-06,65535HAS8,1000000,2.679
2031-07-10,1000000,2020-07-06,60687YBH1,1000000,2.201
2030-07-17,1250000,2020-07-13,606822BU7,1250000,2.048
2050-07-01,3100000,2020-07-01,694308JN8,3100000,4.95
2030-07-01,3100000,2020-07-01,694308JM0,3100000,4.55
2030-11-15,2743900,2020-07-06,11135FAQ4,1854642,4.15
2032-11-15,1999560,2020-07-06,11135FAS0,1999560,4.3
2029-10-01,1499900,2020-05-29,16411QAG6,1499900,4.5
2030-07-22,1250000,2020-07-16,91159HJA9,1250000,1.375
2031-07-23,2750000,2020-07-20,06051GJF7,2750000,1.898
2031-02-15,750000,2020-07-27,49456BAR2,750000,2
2032-02-01,2500000,2020-07-27,00206RKH4,2500000,2.25
2052-02-01,2250000,2020-07-27,00206RKE1,968594,3.3
2047-10-15,968380,2020-06-12,125523BK5,968380,3.875
2046-07-15,1407225,2020-06-12,125523CF5,1407225,4.8
2049-10-26,3749500,2020-06-16,110122CR7,3749500,4.25
2048-02-20,1447340,2020-06-16,110122DL9,1235008,4.55
2047-11-15,1236433,2020-06-16,110122DK1,1236433,4.35
2039-06-15,1995600,2020-06-16,110122CQ9,1995600,4.125
2029-07-26,3968935,2020-06-16,110122CP1,1405549,3.4
2033-02-01,1000000,2020-07-29,015271AV1,1000000,1.875
2052-02-15,1000000,2020-07-30,29379VCA9,1000000,3.2
2030-08-15,2250000,2020-08-03,02079KAD9,2250000,1.1
2040-08-15,1250000,2020-08-03,02079KAE7,1250000,1.9
2050-08-15,2500000,2020-08-03,02079KAF4,2500000,2.05
2060-08-15,2000000,2020-08-03,02079KAG2,2000000,2.25
2030-08-06,1300000,2020-08-03,046353AW8,1300000,1.375
2030-09-01,1500000,2020-08-06,81762PAE2,1500000,1.4
2030-08-15,1100000,2020-08-06,723787AQ0,1100000,1.9
2030-08-10,1000000,2020-08-05,10373QBM1,1000000,1.749
2050-11-10,1500000,2020-08-05,10373QBN9,1500000,2.772
2030-10-15,750000,2020-08-06,74340XBR1,750000,1.25
2030-09-15,1250000,2020-08-07,75886FAE7,1250000,1.75
2050-09-15,750000,2020-08-07,75886FAF4,750000,2.8
2030-11-15,900000,2020-08-10,620076BT5,900000,2.3
2031-02-15,1000000,2020-08-10,92826CAN2,1000000,1.1
2050-08-15,1750000,2020-08-10,92826CAQ5,1750000,2
2050-08-12,750000,2020-08-10,166756AH9,750000,2.343
2030-09-15,600000,2020-08-11,44107TAZ9,750000,3.5
2030-09-01,1000000,2020-08-11,053015AF0,1000000,1.25
2031-02-15,1750000,2020-08-11,20030NDN8,1750000,1.5
2052-08-15,1500000,2020-08-11,20030NDP3,1500000,2.45
2062-08-15,1250000,2020-08-11,20030NDQ1,1250000,2.65
2030-08-15,1500000,2020-08-11,55336VBQ2,1500000,2.65
2031-08-18,1500000,2020-08-11,404280CK3,1500000,2.357
2032-10-15,1000000,2020-08-12,571903BF9,1000000,3.5
2030-08-21,1250000,2020-08-12,126650DN7,1250000,1.75
2031-02-15,750000,2020-08-12,65473PAL9,750000,1.7
2030-09-01,1500000,2020-08-12,674599ED3,1114251,6.625
2030-08-20,1250000,2020-08-13,037833DY3,1250000,1.25
2050-08-20,1250000,2020-08-13,037833DZ0,1250000,2.4
2060-08-20,1750000,2020-08-13,037833EA4,1750000,2.55
2030-11-15,850000,2020-08-17,260543DC4,850000,2.1
2050-11-15,1150000,2020-08-17,260543DD2,1150000,3.6
2032-09-15,1500000,2020-08-17,45866FAN4,1500000,1.85
2040-09-15,1250000,2020-08-17,45866FAP9,1250000,2.65
2060-09-15,1500000,2020-08-17,45866FAQ7,1500000,3
2030-09-01,850000,2020-08-17,231021AT3,850000,1.5
2031-02-15,1000000,2020-08-18,776743AL0,1000000,1.75
2060-09-15,850000,2020-08-20,532457BZ0,850000,2.5
2030-09-01,1750000,2020-08-20,478160CQ5,1750000,1.3
2040-09-01,1000000,2020-08-20,478160CR3,1000000,2.1
2050-09-01,1000000,2020-08-20,478160CS1,1000000,2.25
2060-09-01,1250000,2020-08-20,478160CT9,1250000,2.45
2031-09-08,800000,2020-09-01,60687YBL2,800000,1.979
2050-09-04,500000,2020-09-02,609207AW5,1125000,2.625
2031-09-18,1500000,2020-09-10,251526CD9,1500000,3.547
2030-09-15,1000000,2020-09-14,171239AG1,1000000,1.375
2031-03-15,1300000,2020-09-14,191216DE7,1300000,1.375
2051-03-15,1500000,2020-09-14,191216DC1,1500000,2.5
2055-05-15,799996,2020-08-18,655844CH9,799996,3.155
2030-09-18,1000000,2020-09-16,92343VFL3,1000000,1.5
2030-10-01,1000000,2020-09-14,74762EAF9,1000000,2.9
2030-10-01,800000,2020-09-22,797440BZ6,800000,1.7
2031-03-25,1250000,2020-09-22,05526DBS3,1250000,2.726
2030-10-15,800000,2020-09-23,03027XBG4,800000,1.875
2040-10-01,1000000,2020-09-23,375558BS1,1000000,2.6
2050-10-01,1500000,2020-09-23,375558BT9,1500000,2.8
2030-10-01,1000000,2020-09-23,375558BY8,1000000,1.65
2050-10-01,1000000,2020-09-29,235851AV4,1000000,2.6
2031-02-25,750000,2020-10-05,713448FA1,750000,1.4
2050-10-15,1000000,2020-10-05,299808AH8,1000000,3.5
2030-10-15,750000,2020-10-05,084664CW9,750000,1.45
2050-10-15,1750000,2020-10-05,084664CV1,1750000,2.85
2030-10-15,1250000,2020-10-07,548661DY0,1250000,1.7
2050-10-15,1750000,2020-10-07,548661DZ7,1750000,3
2040-10-01,750000,2020-10-06,50249AAH6,750000,3.375
2051-04-01,1000000,2020-10-06,50249AAJ2,1000000,3.625
2031-10-24,2500000,2020-10-16,06051GJL4,2500000,1.922
2051-10-24,1000000,2020-10-16,06051GJM2,1000000,2.831
2029-11-15,1498912,2020-09-25,16412XAJ4,1498912,3.7
2030-10-29,1250000,2020-10-27,742718FM6,1250000,1.2
2030-11-01,750000,2020-10-29,718172CS6,750000,1.75
2050-11-15,750000,2020-10-29,854502AN1,750000,2.75
2031-02-01,1400000,2020-10-29,097023DC6,1400000,3.625
2031-03-15,1000000,2020-11-05,94106LBP3,1000000,1.5
2032-02-13,2750000,2020-11-09,6174468U6,2750000,1.794
2030-11-13,1000000,2020-11-08,345397B36,1650000,4
2032-02-15,750000,2020-11-09,760759AZ3,750000,1.75
2030-11-13,1250000,2020-11-09,110122DQ8,1250000,1.45
2040-11-13,750000,2020-11-09,110122DR6,750000,2.35
2050-11-13,1500000,2020-11-09,110122DS4,1500000,2.55
2031-01-20,2250000,2020-11-10,92343VFR0,2250000,1.75
2040-11-20,3000000,2020-11-10,92343VFT6,3000000,2.65
2050-11-20,2750000,2020-11-10,92343VFU3,2750000,2.875
2060-11-20,2000000,2020-11-10,92343VFV1,2000000,3
2030-02-15,1487700,2020-08-10,68902VAK3,1487700,2.565
2040-02-15,637180,2020-08-10,68902VAL1,637180,3.112
2050-02-15,743000,2020-08-10,68902VAM9,743000,3.362
2040-11-16,1000000,2020-11-09,961214EQ2,1000000,2.963
2031-11-19,1400000,2020-11-12,46647PBU9,1400000,1.764
2041-11-19,1600000,2020-11-12,46647PBV7,1600000,2.525
2030-12-01,750000,2020-11-17,00914AAK8,750000,3.125
2051-01-15,550000,2020-11-17,03027XBK5,1050000,2.95
2061-04-01,1350000,2020-11-19,161175BY9,1850000,3.85
2030-12-03,1500000,2020-11-30,05971KAG4,1500000,2.749
2051-06-04,1500000,2020-12-01,10373QBP4,2250000,2.939
2050-12-15,900000,2020-12-01,927804GD0,900000,2.45
2031-03-11,750000,2020-12-08,808513BG9,750000,1.65
2031-02-28,1250000,2020-12-07,126650DQ0,1250000,1.875
2029-11-21,5437485,2020-10-19,00287YBX6,5437485,3.2
2035-03-15,1681353,2020-10-19,00287YCY3,1681353,4.55
2039-11-21,4000000,2020-10-19,00287YCA5,4000000,4.05
2044-06-15,1008483,2020-10-19,00287YDA4,1008483,4.85
2045-03-15,827091,2020-10-19,00287YDB2,827091,4.75
2049-11-21,5745050,2020-10-19,00287YCB3,5745050,4.25
2047-04-15,955115,2020-11-09,75513ECK5,955115,4.35
2030-02-15,1997975,2020-11-06,14448CAQ7,1997975,2.722
2031-02-15,750000,2020-11-06,14448CAL8,750000,2.7
2040-04-05,1499960,2020-11-06,14448CAR5,1499960,3.377
2050-04-05,1999995,2020-11-06,14448CAS3,1400418,3.577
2032-05-20,1234132,2020-11-20,747525BP7,1234132,1.65
2031-01-08,1000000,2021-01-05,37045XDE3,1000000,2.35
2051-02-01,750000,2021-01-05,842400GY3,750000,2.95
2031-03-15,1250000,2021-01-04,437076CF7,1250000,0.875
2051-03-15,1250000,2021-01-04,437076CG5,1250000,2.375
2051-01-15,750000,2021-01-05,084664CX7,750000,2.5
2031-02-15,1000000,2021-01-11,87264ABT1,1000000,2.875
2049-10-01,1499500,2020-12-18,50077LAZ9,1499500,4.875
2050-06-01,796197,2020-12-18,50077LBJ4,796197,5.5
2031-01-15,1000000,2021-01-14,723787AR8,1000000,2.15
2052-01-25,2000000,2021-01-20,6174468Y8,2000000,2.802
2032-04-28,2500000,2021-01-20,6174468X0,2500000,1.928
2032-01-27,2500000,2021-01-20,38141GXR0,2500000,1.992
2032-02-04,1750000,2021-02-01,02209SBL6,1750000,2.45
2041-02-04,1500000,2021-02-01,02209SBM4,1500000,3.4
2051-02-04,1250000,2021-02-01,02209SBN2,1250000,3.7
2061-02-04,1000000,2021-02-01,02209SBP7,1000000,4
2032-05-18,900000,2021-02-03,015271AW9,900000,2
2030-11-15,2000000,2021-01-26,785592AX4,2000000,4.5
2030-07-15,1098735,2021-02-03,084659AV3,1098735,3.7
2050-10-15,879965,2021-02-03,084659AX9,879965,4.25
2051-05-15,1500000,2021-02-03,084659BC4,1500000,2.85
2031-04-01,1000000,2021-02-08,22822VAW1,1000000,2.1
2041-04-01,1250000,2021-02-08,22822VAX9,1250000,2.9
2031-02-08,2750000,2021-02-01,037833ED8,2750000,1.65
2041-02-08,1500000,2021-02-01,037833EE6,1500000,2.375
2051-02-08,3000000,2021-02-01,037833EF3,3000000,2.65
2061-02-08,1750000,2021-02-01,037833EG1,1750000,2.8
2061-02-08,1250000,2021-02-03,10373QBQ2,2050000,3.379
2032-02-04,3000000,2021-01-28,46647PBX3,3000000,1.953
2031-02-11,1000000,2021-02-08,075887CL1,1000000,1.957
2052-06-01,1000000,2021-02-18,161175CA0,2400000,3.9
2031-03-01,1250000,2021-02-23,31620MBT2,827335,2.25
2051-02-15,750000,2021-02-08,49456BAT8,1050000,3.6
2031-03-15,900000,2021-02-25,969457BY5,1500000,3
2031-06-15,750000,2021-02-22,744448CV1,750000,1.875
2051-03-15,750000,2021-02-22,373334KP5,750000,3.25
2041-03-01,750000,2021-02-23,31620MBU9,750000,3.1
2031-03-05,750000,2021-03-01,191216DK3,750000,2
2051-03-05,1000000,2021-03-01,191216DL1,1700000,3
2031-03-15,1500000,2021-03-01,125523CM0,1500000,2.375
2051-03-15,1500000,2021-03-01,125523CQ1,1500000,3.4
2031-03-03,850000,2021-02-26,857477BP7,850000,2.2
2052-03-13,1000000,2021-03-08,06051GJN0,1000000,3.483
2032-03-11,2000000,2021-03-08,06051GJP5,2000000,2.651
2032-04-01,850000,2021-03-02,10112RBE3,850000,2.55
2031-03-12,850000,2021-03-03,00846UAN1,850000,2.3
2031-04-15,1100000,2021-03-03,571903BG7,1100000,2.85
2031-03-15,1000000,2021-03-08,036752AP8,1000000,2.55
2051-03-15,1250000,2021-03-08,036752AS2,1250000,3.6
2031-06-01,450000,2021-03-08,694308JT5,1000000,3.25
2031-04-01,1100000,2021-03-08,879360AE5,1100000,2.75
2032-03-10,1000000,2021-03-03,06738EBR5,1000000,2.667
2031-03-21,4250000,2021-03-11,92343VGJ7,3706598,2.55
2041-03-22,3750000,2021-03-11,92343VGK4,3750000,3.4
2051-03-22,4500000,2021-03-11,92343VGB4,4500000,3.55
2061-03-22,3500000,2021-03-11,92343VGC2,3500000,3.7
2031-06-01,750000,2021-03-16,95040QAM6,750000,2.8
2031-04-15,1350000,2021-03-16,87264ABW4,3549844,3.5
2052-03-17,6250000,2021-03-04,594918CE2,6250000,2.921
2062-03-17,1934476,2021-03-04,594918CF9,1934476,3.041
2031-03-25,3250000,2021-03-22,68389XCE3,3250000,2.875
2041-03-25,2250000,2021-03-22,68389XBZ7,2250000,3.65
2051-03-25,3250000,2021-03-22,68389XCA1,3250000,3.95
2061-03-25,1500000,2021-03-22,68389XCB9,1500000,4.1
2051-04-01,750000,2021-03-18,754730AH2,750000,3.75
2031-03-25,750000,2021-03-23,05964HAM7,750000,2.958
2031-03-15,1000000,2021-03-25,03073EAT2,1000000,2.7
2032-04-01,750000,2021-03-24,456837AW3,750000,2.727
2051-09-15,925000,2021-03-29,12189LBG5,925000,3.3
2031-04-01,1500000,2021-03-29,548661EA1,1500000,2.625
2030-10-30,1144945,2021-04-05,92343VFX7,1095701,1.68
2056-10-30,4498814,2021-04-05,92343VFW9,3651154,2.987
2032-04-22,3500000,2021-04-15,46647PCC8,3500000,2.58
2042-04-22,2000000,2021-04-15,46647PCD6,2000000,3.157
2052-04-22,3500000,2021-04-15,46647PCE4,3500000,3.328
2032-04-22,3750000,2021-04-15,38141GYB4,3750000,2.615
2042-04-22,2250000,2021-04-15,38141GYC2,2250000,3.21
2042-04-22,3500000,2021-04-16,06051GJW0,3500000,3.311
2032-04-22,4500000,2021-04-16,06051GJT7,4500000,2.687
2032-04-23,1000000,2021-04-20,693475BA2,1000000,2.307
2031-04-23,1000000,2021-04-21,742718FQ7,1000000,1.95
2042-04-22,2000000,2021-04-21,61772BAC7,2000000,3.217
2032-05-01,3000000,2021-04-27,172967MY4,3000000,2.561
2031-08-01,800000,2021-04-28,681919BD7,800000,2.6
2032-01-05,2000000,2021-04-28,191216DP2,2000000,2.25
2041-05-05,750000,2021-04-28,191216DQ0,750000,2.875
2053-09-01,939919,2021-04-15,031162CY4,939919,2.77
2031-05-15,1000000,2021-05-03,29444UBS4,1000000,2.5
2031-05-01,1000000,2021-05-06,11133TAE3,1000000,2.6
2031-05-24,850000,2021-05-10,620076BU2,850000,2.75
2031-05-14,1000000,2021-05-07,120568BC3,1000000,2.75
2031-05-12,3000000,2021-05-10,023135BZ8,3000000,2.1
2041-05-12,2000000,2021-05-10,023135CA2,2000000,2.875
2051-05-12,3250000,2021-05-10,023135CB0,3250000,3.1
2061-05-12,1750000,2021-05-10,023135CC8,1750000,3.25
2031-05-13,750000,2021-05-11,808513BS3,750000,2.3
2051-05-20,850000,2021-05-13,363576AB5,850000,3.5
2031-05-20,850000,2021-05-17,907818FU7,1000000,2.375
2041-05-20,1000000,2021-05-17,907818FT0,1000000,3.2
2031-05-15,1500000,2021-05-17,91324PED0,1500000,2.3
2041-05-15,1500000,2021-05-17,91324PEE8,1500000,3.05
2051-05-15,2000000,2021-05-17,91324PEF5,2000000,3.25
2030-04-15,6999175,2021-04-24,87264ABF1,6999175,3.875
2031-11-15,992400,2021-04-24,87264ABX2,992400,2.25
2031-02-15,2499724,2021-04-24,87264ACB9,2499724,2.55
2040-04-15,1873720,2021-04-24,87264AAX3,1873720,4.375
2041-02-15,2499987,2021-04-24,87264ABL8,2499987,3
2050-04-15,2997300,2021-04-24,87264AAZ8,2997300,4.5
2051-02-15,3000000,2021-04-24,87264ABN4,3000000,3.3
2060-11-15,997630,2021-04-24,87264ABY0,1698018,3.6
2032-05-24,3000000,2021-05-17,404280CT4,3000000,2.804
2031-05-25,800000,2021-05-18,02344AAA6,800000,2.69
2061-12-01,1400000,2021-05-18,161175CC6,1400000,4.4
2051-05-28,750000,2021-05-25,046353AZ1,750000,3
2032-05-28,1500000,2021-05-25,251526CK3,925941,3.035
2031-05-28,750000,2021-05-25,04636NAB9,750000,2.25
2031-06-03,1000000,2021-05-25,961214ET6,1000000,2.15
2031-05-10,750000,2021-05-03,278642AY9,750000,2.6
2051-05-10,1000000,2021-05-03,278642AZ6,1000000,3.65
2062-09-16,1044449,2021-05-05,907818FN3,1044449,2.973
2031-06-15,750000,2021-06-03,209111GA5,900000,2.4
2061-06-15,750000,2021-06-03,209111GB3,750000,3.6
2051-06-08,750000,2021-06-03,89417EAR0,750000,3.05
2029-10-01,1744490,2021-05-17,24703TAG1,1744490,5.3
2030-07-15,749385,2021-05-17,24703TAH9,749385,6.2
2036-07-15,1487696,2021-05-17,24703TAJ5,990812,8.1
2031-06-10,1000000,2021-06-07,37045XDL7,1000000,2.7
2031-06-15,1000000,2021-06-07,26441CBL8,1000000,2.55
2041-06-15,750000,2021-06-07,26441CBM6,750000,3.3
2051-06-15,750000,2021-06-07,26441CBN4,750000,3.5
2030-05-15,750000,2021-05-20,52532XAF2,750000,4.375
2031-02-15,999850,2021-05-20,52532XAH8,999850,2.3
2031-06-15,1250000,2021-06-14,67066GAN4,1250000,2
2041-06-17,1450000,2021-06-14,10373QBR0,1450000,3.06
2031-07-15,750000,2021-06-15,22822VAY7,750000,2.5
2031-07-15,900000,2021-06-21,573284AW6,900000,2.4
2051-07-15,900000,2021-06-21,573284AX4,900000,3.2
2031-06-17,1000000,2021-06-22,345397B69,1000000,3.625
2031-07-15,850000,2021-06-21,404119CC1,850000,2.375
2051-07-15,1500000,2021-06-21,404119CB3,1500000,3.5
2033-08-01,1000000,2021-06-24,29250NBF1,1000000,2.5
2051-08-01,500000,2021-06-24,29250NBE4,1000000,3.4
2031-07-15,1500000,2021-06-29,79466LAJ3,1500000,1.95
2041-07-15,1250000,2021-06-29,79466LAK0,1250000,2.7
2051-07-15,2000000,2021-06-29,79466LAL8,2000000,2.9
2061-07-15,1250000,2021-06-29,79466LAM6,1250000,3.05
2031-07-14,1000000,2021-07-06,65535HAX7,1000000,2.608
2052-06-15,1000000,2021-07-07,695114CY2,1000000,2.9
2032-07-20,1800000,2021-07-12,606822BX1,1800000,2.309
2032-07-21,3500000,2021-07-15,61747YED3,3500000,2.239
2032-07-21,4000000,2021-07-14,38141GYJ7,4000000,2.383
2042-07-21,1500000,2021-07-14,38141GYK4,1500000,2.908
2030-09-02,997012,2021-07-07,78081BAK9,997012,2.2
2040-09-02,1000000,2021-07-07,78081BAL7,1000000,3.3
2050-09-02,1000000,2021-07-07,78081BAM5,1000000,3.55
2031-01-15,996890,2021-07-19,00130HCG8,996890,2.45
2052-07-21,2000000,2021-07-15,06051GKB4,2000000,2.972
2032-07-21,3750000,2021-07-15,06051GKA6,3750000,2.299
2031-08-15,1500000,2021-07-20,928563AL9,1500000,2.2
2031-08-01,1000000,2021-07-21,21036PBH0,1000000,2.25
2031-08-05,1000000,2021-07-29,037833EJ5,1000000,1.7
2051-08-05,1800000,2021-07-29,037833EK2,1800000,2.7
2061-08-05,1400000,2021-07-29,037833EL0,1400000,2.85
2032-02-03,750000,2021-07-29,444859BR2,750000,2.15
2031-09-01,1500000,2021-08-02,438516CF1,1496188,1.75
2031-09-01,1000000,2021-08-04,75513ECM1,1000000,1.9
2051-09-01,1000000,2021-08-04,75513ECL3,1000000,2.82
2032-01-15,1250000,2021-08-05,031162CZ1,1250000,2
2033-12-01,3744161,2021-08-04,00206RMM1,3744161,2.55
2053-09-15,7496266,2021-08-04,00206RKJ0,7496266,3.5
2055-09-15,7495129,2021-08-04,00206RLJ9,7495129,3.55
2057-12-01,5923231,2021-08-04,00206RMN9,5923231,3.8
2059-09-15,6495911,2021-08-04,00206RLV2,6495911,3.65
2051-08-15,750000,2021-08-09,797440CA0,750000,2.95
2031-10-15,1200000,2021-08-09,883556CL4,1200000,2
2041-10-15,1200000,2021-08-09,883556CM2,1200000,2.8
2031-08-12,850000,2021-08-09,904764BQ9,850000,1.75
2031-08-15,1000000,2021-08-10,25746UDL0,1000000,2.25
2031-09-15,1000000,2021-08-09,126650DR8,1000000,2.125
2031-08-12,1250000,2021-08-10,458140BU3,1250000,2
2051-08-12,1250000,2021-08-10,458140BW9,1250000,3.05
2041-08-12,750000,2021-08-10,458140BV1,750000,2.8
2061-08-12,750000,2021-08-10,458140BX7,750000,3.2
2031-09-15,1000000,2021-08-11,294429AT2,1000000,2.35
2031-08-18,1000000,2021-08-16,717081FB4,1000000,1.75
2030-03-15,1200000,2021-08-16,845467AS8,1200000,5.375
2031-02-01,1000000,2021-02-20,87612BBS0,1000000,4.875
2031-12-01,850000,2021-08-24,808513BT1,850000,1.95
2041-09-03,1000000,2021-09-01,92343VGL2,1000000,2.85
2051-09-15,750000,2021-09-07,039482AC8,750000,2.7
2053-02-15,1000000,2021-09-07,29379VCB7,1000000,3.3
2052-03-10,850000,2021-09-07,907818FW3,850000,2.95
2052-01-15,850000,2021-09-07,94106BAD3,850000,2.95
2031-09-10,900000,2021-09-07,89114TZJ4,900000,2
2031-09-15,750000,2021-09-07,032095AL5,750000,2.2
2031-09-13,1000000,2021-09-08,60687YBU2,1000000,2.564
2031-09-15,1000000,2021-09-07,437076CJ9,1000000,1.875
2051-09-15,1000000,2021-09-07,437076CK6,1000000,2.75
2041-09-22,1000000,2021-09-08,931142EU3,1000000,2.5
2051-09-22,1500000,2021-09-08,931142EV1,1500000,2.65
2031-09-22,2000000,2021-09-08,931142ET6,2000000,1.8
2041-09-15,1000000,2021-09-13,548661EE3,1000000,2.8
2031-09-17,1000000,2021-09-13,86562MCJ7,1000000,2.222
2041-09-17,850000,2021-09-13,86562MCK4,850000,2.93
2052-03-17,1250000,2021-09-14,10373QBS8,1250000,3.001
2033-10-01,850000,2021-09-15,10112RBF0,850000,2.45
2042-03-01,1350000,2021-09-27,161175CE2,1350000,3.5
2062-06-30,1400000,2021-09-27,161175CG7,1400000,3.95
2031-10-01,1000000,2021-09-28,032654AV7,1000000,2.1
2041-10-01,750000,2021-09-28,032654AW5,750000,2.8
2051-10-01,1000000,2021-09-28,032654AX3,1000000,2.95
2052-10-15,1000000,2021-09-29,299808AJ4,1000000,3.125
2052-02-15,750000,2021-09-09,15135UAX7,750000,3.75
2071-04-06,1005137,2021-09-03,907818FS2,1005137,3.799
2031-04-15,750000,2021-09-09,573874AJ3,750000,2.95
2031-12-15,1000000,2021-10-05,052769AH9,1000000,2.4
2032-10-13,750000,2021-10-05,606822CB8,750000,2.494
2031-10-15,1000000,2021-10-05,47233JGT9,1000000,2.625
2031-10-21,1250000,2021-10-06,713448FE3,1250000,1.95
2041-10-21,750000,2021-10-06,713448FF0,750000,2.625
2051-10-21,1000000,2021-10-06,713448FG8,1000000,2.75
2030-06-22,1449500,2021-09-28,92556VAD8,1449500,2.7
2040-06-22,1499860,2021-09-28,92556VAE6,1499860,3.85
2050-06-22,2000000,2021-09-28,92556VAF3,2000000,4
2032-10-20,2500000,2021-10-14,61747YEH4,2500000,2.511
2032-10-20,3250000,2021-10-15,06051GKD0,3250000,2.572
2032-04-15,1000000,2021-10-18,595112BS1,1000000,2.703
2035-11-05,3249984,2021-09-27,11135FBP5,3249984,3.137
2032-10-21,3000000,2021-10-18,38141GYN8,3000000,2.65
2036-11-15,2750000,2021-09-27,11135FBQ3,2750000,3.187
2032-01-30,4000000,2021-10-21,00774MAX3,4000000,3.3
2033-10-29,1500000,2021-10-21,00774MAY1,1500000,3.4
2041-10-29,1500000,2021-10-21,00774MAZ8,1500000,3.85
2031-10-28,750000,2021-10-25,87165BAR4,750000,2.875
2032-11-03,1750000,2021-10-27,172967NE7,1750000,2.52
2042-11-03,1250000,2021-10-27,172967NF4,1103148,2.904
2051-11-02,1250000,2021-10-28,767201AT3,1250000,2.75
2031-03-01,1498763,2021-10-27,16411QAK7,1498763,4
2032-11-08,3000000,2021-11-01,46647PCR5,3000000,2.545
2032-03-15,1000000,2021-11-01,75513ECN9,1000000,2.375
2052-03-15,1100000,2021-11-01,75513ECP4,1100000,3.03
2031-11-03,1500000,2021-10-26,78016EYH4,1500000,2.3
2031-11-15,750000,2021-11-04,744573AU0,750000,2.45
2032-02-12,2500000,2021-11-08,345370DA5,2500000,3.25
2051-12-01,1500000,2021-11-09,03835VAJ5,1500000,3.1
2041-11-18,1000000,2021-11-08,961214EY5,1000000,3.133
2052-03-15,1000000,2021-11-10,718546BA1,1000000,3.3
2051-11-15,500000,2021-11-15,927804GF5,900000,2.95
2061-12-15,1000000,2021-11-15,171239AJ5,1000000,3.05
2051-12-04,1200000,2021-11-16,341081GE1,1200000,2.875
