bond_id,cusip,offering_amt,amount_outstanding,offering_date
1454,172967HA2,1000000000.0,1000000000.0,2013-09-10
1455,969457CW8,1000000000.0,1000000000.0,2026-01-05
1456,00206RBH4,1955149000.0,1296794000.0,2013-05-14
1457,717081ED1,1250000000.0,1250000000.0,2016-11-14
1458,345397C68,1150000000.0,1150000000.0,2023-01-03
1459,60871RAD2,1100000000.0,1100000000.0,2012-04-26
1460,06051GHU6,1500000000.0,1500000000.0,2019-04-17
1461,639057AV0,1250000000.0,1250000000.0,2025-05-20
1462,29273VBF6,1100000000.0,1100000000.0,2025-02-18
1463,57636QBC7,1100000000.0,1100000000.0,2024-09-03
1464,91324PFD9,1100000000.0,1100000000.0,2024-03-19
1465,776696AM8,1000000000.0,1000000000.0,2025-08-07
1466,674599EA9,1000000000.0,1000000000.0,2020-06-26
1467,89157XAE1,1000000000.0,1000000000.0,2024-09-03
1468,06738EDJ1,1200000000.0,1200000000.0,2026-02-17
1469,161175BS2,1250000000.0,1250000000.0,2019-06-25
1470,74340XBM2,1000000000.0,1000000000.0,2020-02-03
1471,05526DBS3,1250000000.0,1250000000.0,2020-09-22
1472,20030NBP5,800000000.0,800000000.0,2015-05-19
1473,70450YAL7,1000000000.0,1000000000.0,2022-05-16
1474,25278XBB4,1000000000.0,1000000000.0,2024-04-09
1475,21871XAH2,1499916000.0,1499916000.0,2023-04-26
1476,438127AF9,1000000000.0,1000000000.0,2025-06-25
1477,437076AV4,1000000000.0,1000000000.0,2011-03-28
1478,032095AJ0,900000000.0,900000000.0,2019-09-04
1479,437076CT7,1000000000.0,1000000000.0,2022-09-12
1481,37045XFC5,1000000000.0,1000000000.0,2025-01-02
1483,20030NBM2,1000000000.0,1000000000.0,2014-08-05
1484,084659AP6,750000000.0,750000000.0,2018-04-04
1485,22822VAX9,1250000000.0,1250000000.0,2021-02-08
1486,89352HAM1,1250000000.0,1250000000.0,2014-02-25
1487,09062XAG8,1500000000.0,1500000000.0,2020-04-27
1488,37045VAP5,1000000000.0,1000000000.0,2017-08-02
1489,58933YAJ4,1250000000.0,1250000000.0,2013-05-15
1490,72650RBR2,700000000.0,1000000000.0,2025-09-03
1491,03769MAE6,500000000.0,850000000.0,2025-08-07
1492,161175CJ1,1000000000.0,1000000000.0,2022-03-10
1493,904764BQ9,850000000.0,850000000.0,2021-08-09
1494,713448GB8,1000000000.0,1000000000.0,2025-02-05
1495,59156RCC0,1000000000.0,1000000000.0,2022-07-07
1496,438516CM6,1000000000.0,1000000000.0,2023-05-12
1497,87612EBA3,1500000000.0,1108330000.0,2012-06-21
1498,35177PAX5,900000000.0,900000000.0,2012-01-09
1499,20030NEC1,1000000000.0,1000000000.0,2023-02-07
1500,345397J38,1000000000.0,1000000000.0,2026-01-05
1501,713448FS2,1000000000.0,1000000000.0,2023-02-13
1502,437076BH4,1250000000.0,1600000000.0,2015-05-28
1503,674599ED3,1500000000.0,1114251000.0,2020-08-12
1504,58933YBF1,2000000000.0,2000000000.0,2021-12-07
1505,136385AL5,1100000000.0,1100000000.0,2007-03-12
1506,04351LAD2,800000000.0,800000000.0,2025-11-18
1507,75513ECN9,1000000000.0,1000000000.0,2021-11-01
1508,29379VBU6,1250000000.0,1250000000.0,2018-10-03
1509,29379VBJ1,875000000.0,975000000.0,2015-05-04
1510,37045XED4,500000000.0,1000000000.0,2023-01-04
1511,91913YBG4,850000000.0,850000000.0,2026-03-05
1512,911312CD6,900000000.0,900000000.0,2024-05-20
1514,718546AK0,1000000000.0,1000000000.0,2014-11-12
1515,36267VAH6,1244881000.0,1244881000.0,2023-05-09
1516,404119CR8,1000000000.0,1000000000.0,2023-05-01
1517,37045XEV4,1250000000.0,1250000000.0,2024-04-01
1518,78016HZQ6,900000000.0,900000000.0,2023-04-24
1519,539830CA5,850000000.0,850000000.0,2023-05-23
1520,00206RNC2,1250000000.0,1250000000.0,2025-09-18
1521,125523CX6,1000000000.0,1000000000.0,2025-09-02
1522,65339KCU2,1100000000.0,1100000000.0,2024-01-29
1523,30303M8K1,1493962000.0,1493962000.0,2022-12-29
1524,36828AAB7,1000000000.0,1000000000.0,2026-02-02
1525,375558BJ1,750000000.0,750000000.0,2016-09-15
1526,89236TGY5,1000000000.0,1000000000.0,2020-03-27
1527,03040WAD7,750000000.0,750000000.0,2008-05-12
1528,87612EBS4,750000000.0,750000000.0,2024-09-03
1529,931142FN8,1000000000.0,1000000000.0,2025-04-23
1530,45866FAK0,1250000000.0,1250000000.0,2020-05-18
1532,20030NEB3,1000000000.0,1000000000.0,2022-10-31
1533,548661EN3,1000000000.0,1000000000.0,2022-09-06
1534,674599EM3,1000000000.0,1000000000.0,2024-07-23
1535,65339KCQ1,1150000000.0,1150000000.0,2023-02-06
1536,20030NDH1,800000000.0,1600000000.0,2020-03-24
1537,548661DN4,1350000000.0,1350000000.0,2016-04-11
1538,89352HAD1,1000000000.0,1000000000.0,2007-10-02
1539,94106LCF4,1250000000.0,1250000000.0,2024-10-30
1540,78017DAM0,1000000000.0,1000000000.0,2025-07-28
1541,91324PEQ1,1250000000.0,1250000000.0,2022-10-25
1542,459200LT6,1000000000.0,1000000000.0,2026-01-29
1543,29444UBE5,1200000000.0,1200000000.0,2019-11-06
1544,50249AAR4,1000000000.0,1000000000.0,2025-11-10
1545,47233JBH0,1000000000.0,1000000000.0,2018-01-18
1546,0778FPAL3,850000000.0,850000000.0,2023-05-08
1547,345397B69,1000000000.0,1000000000.0,2021-06-22
1549,22822VBE0,750000000.0,750000000.0,2023-12-04
1550,404121AK1,1250000000.0,1250000000.0,2024-08-07
1551,36266GAC1,850000000.0,850000000.0,2025-06-03
1552,651639AZ9,1000000000.0,795370000.0,2021-12-06
1553,097023DC6,1400000000.0,1400000000.0,2020-10-29
1554,842400JE4,750000000.0,750000000.0,2024-05-06
1555,65473QBF9,1000000000.0,1000000000.0,2017-05-11
1556,023135AP1,1250000000.0,1250000000.0,2014-12-02
1558,68389XAH8,1250000000.0,1250000000.0,2009-06-30
1559,404119BY4,1000000000.0,1000000000.0,2019-06-05
1560,05526DBZ7,850000000.0,850000000.0,2024-02-15
1561,87264ADY8,1000000000.0,1000000000.0,2025-10-06
1562,097023CR4,1000000000.0,1000000000.0,2019-07-29
1563,20826FBJ4,1350000000.0,1350000000.0,2024-11-25
1564,65535HAX7,1000000000.0,1000000000.0,2021-07-06
1565,08576PAQ4,796073000.0,796073000.0,2025-01-14
1567,55336VBV1,1100000000.0,1100000000.0,2023-02-02
1568,46625HJU5,1000000000.0,1000000000.0,2014-01-21
1569,370334DA9,750000000.0,750000000.0,2024-11-18
1570,91324PAR3,850000000.0,850000000.0,2006-02-27
1571,742718FQ7,1000000000.0,1000000000.0,2021-04-21
1572,907818GB8,900000000.0,900000000.0,2022-09-06
1573,125523CL2,1500000000.0,1400000000.0,2020-03-04
1574,857477DB6,1000000000.0,1000000000.0,2025-04-22
1575,68389XBE4,1250000000.0,1250000000.0,2015-04-28
1576,404119CB3,1500000000.0,1500000000.0,2021-06-21
1577,345397D42,850000000.0,850000000.0,2023-06-05
1578,86562MED8,1100000000.0,1100000000.0,2026-01-05
1579,444859BY7,850000000.0,850000000.0,2023-11-02
1580,86562MEF3,1200000000.0,1200000000.0,2026-01-05
1581,256677AG0,1000000000.0,1000000000.0,2020-04-01
1582,74432QCF0,1500000000.0,1500000000.0,2019-09-10
1583,717081FD0,1000000000.0,1000000000.0,2025-11-18
1584,695114DA3,1200000000.0,1200000000.0,2023-05-15
1585,58933YCC7,1000000000.0,1000000000.0,2025-12-01
1586,037833EK2,1800000000.0,1800000000.0,2021-07-29
1587,56585ABK7,1100000000.0,1100000000.0,2025-02-06
1588,20030NCL3,3000000000.0,968885000.0,2018-10-02
1589,92840VBC5,1500000000.0,1500000000.0,2026-04-08
1590,91324PEJ7,1500000000.0,1500000000.0,2022-05-17
1591,29250NCC7,1200000000.0,1200000000.0,2024-04-02
1592,254687GA8,1500000000.0,1500000000.0,2020-05-11
1593,20826FBE5,1100000000.0,1100000000.0,2023-05-09
1594,26875PBB6,750000000.0,750000000.0,2025-11-19
1595,67066GAN4,1250000000.0,1250000000.0,2021-06-14
1596,10373QBL3,1250000000.0,1250000000.0,2020-04-02
1597,04686JAL5,1000000000.0,1000000000.0,2025-05-14
1598,45866FBA1,750000000.0,750000000.0,2024-05-06
1599,87264ADF9,1250000000.0,1250000000.0,2024-01-09
1600,00774MBE4,850000000.0,850000000.0,2023-09-18
1601,03040WBG9,900000000.0,900000000.0,2025-08-06
1602,375558CL5,1000000000.0,1000000000.0,2026-05-14
1603,21036PBH0,1000000000.0,1000000000.0,2021-07-21
1604,49326EEN9,750000000.0,750000000.0,2022-05-16
1605,191216CT5,1250000000.0,1250000000.0,2020-03-20
1606,25160PAR8,1000000000.0,1000000000.0,2026-02-03
1607,24422EXN4,850000000.0,850000000.0,2024-03-04
1608,57636QBB9,1150000000.0,1150000000.0,2024-09-03
1609,78081BAU7,900000000.0,900000000.0,2025-09-02
1610,970648AM3,750000000.0,750000000.0,2023-05-10
1611,594918CA0,3000000000.0,1088485000.0,2017-01-30
1612,05946KAR2,1000000000.0,1000000000.0,2024-03-05
1613,87612GAF8,1000000000.0,1000000000.0,2023-11-06
1614,58013MEF7,750000000.0,750000000.0,2008-02-26
1616,00206RND0,1100000000.0,1100000000.0,2025-09-18
1617,58933YBY0,1000000000.0,1000000000.0,2025-12-01
1618,24703DBN0,1000000000.0,1000000000.0,2024-03-04
1619,832696AY4,750000000.0,750000000.0,2023-10-11
1620,674599DD4,869550000.0,869550000.0,2019-08-15
1621,66989HAK4,1250000000.0,1250000000.0,2015-11-17
1622,55336VCB4,750000000.0,750000000.0,2025-08-07
1623,742718FM6,1250000000.0,1250000000.0,2020-10-27
1624,87612GAD3,850000000.0,850000000.0,2023-01-03
1625,16411QAW1,999250000.0,999250000.0,2026-01-26
1627,075887CL1,1000000000.0,1000000000.0,2021-02-08
1629,94106LCD9,750000000.0,750000000.0,2024-10-30
1630,126650EE6,750000000.0,750000000.0,2024-05-07
1631,855244AW9,750000000.0,750000000.0,2020-03-10
1632,172967NF4,1250000000.0,1103148000.0,2021-10-27
1633,92343VFX7,1144945000.0,1095701000.0,2021-04-05
1634,92556VAD8,1449500000.0,1449500000.0,2021-09-28
1635,904764AH0,1000000000.0,1000000000.0,2002-11-04
1636,654106AM5,1500000000.0,1500000000.0,2020-03-25
1637,446150BE3,1150000000.0,1150000000.0,2024-11-12
1638,054989AA6,1000000000.0,1000000000.0,2023-07-31
1639,278058EA6,1000000000.0,1000000000.0,2026-03-04
1640,12189LBM2,900000000.0,900000000.0,2025-06-02
1641,472140AK8,994858000.0,994858000.0,2025-12-11
1642,036752AZ6,1000000000.0,1000000000.0,2024-05-20
1643,29444UBH8,1100000000.0,1100000000.0,2020-06-08
1644,79466LAX2,1000000000.0,1000000000.0,2026-03-11
1646,89352HBA6,1250000000.0,1250000000.0,2020-04-02
1647,56501RAN6,750000000.0,750000000.0,2022-03-14
1648,87612EBT2,1000000000.0,1000000000.0,2025-03-20
1649,911312CJ3,1250000000.0,1250000000.0,2025-05-12
1650,05946KAU5,1000000000.0,1000000000.0,2026-02-23
1651,655844CS5,1000000000.0,1000000000.0,2023-07-31
1652,23338VBB1,800000000.0,800000000.0,2026-02-18
1653,084664DA6,1000000000.0,1000000000.0,2022-03-07
1654,86562MDN7,900000000.0,900000000.0,2024-07-02
1655,718172DQ9,750000000.0,750000000.0,2024-10-30
1656,210385AF7,900000000.0,900000000.0,2024-03-12
1657,437076BX9,1500000000.0,1500000000.0,2018-11-27
1658,00206RMX7,1000000000.0,1000000000.0,2025-05-28
1659,55261FAT1,850000000.0,850000000.0,2024-03-11
1660,12636YAJ1,1000000000.0,1000000000.0,2025-10-06
1661,29250NBY0,750000000.0,750000000.0,2023-11-06
1662,842400JJ3,850000000.0,850000000.0,2025-03-12
1663,91324PBK7,1100000000.0,1100000000.0,2008-02-04
1664,24422EWZ8,1000000000.0,1000000000.0,2023-06-05
1665,174610BJ3,750000000.0,750000000.0,2025-02-24
1666,55336VAL4,1000000000.0,1000000000.0,2017-02-07
1667,29379VAT0,750000000.0,750000000.0,2011-01-04
1668,05971KAG4,1500000000.0,1500000000.0,2020-11-30
1669,406216BL4,1000000000.0,1000000000.0,2020-02-19
1670,037833BW9,1250000000.0,1250000000.0,2016-02-16
1671,49456BBC4,750000000.0,750000000.0,2025-04-22
1672,92826CAN2,1000000000.0,1000000000.0,2020-08-10
1673,78016EYH4,1500000000.0,1500000000.0,2021-10-26
1674,43475RAR7,999060000.0,999060000.0,2025-11-19
1675,30161NBK6,850000000.0,850000000.0,2023-02-16
1676,36267VAM5,999720000.0,999720000.0,2023-05-09
1677,68389XCV5,1250000000.0,1250000000.0,2024-09-25
1678,907818GG7,1000000000.0,1000000000.0,2025-02-10
1679,05526DBN4,1000000000.0,1000000000.0,2020-03-30
1680,87612EBP0,1000000000.0,1000000000.0,2022-09-06
1681,87264ADT9,1000000000.0,1000000000.0,2025-03-24
1682,06849RAK8,849327000.0,849327000.0,2013-08-06
1684,161175BY9,1350000000.0,1850000000.0,2020-11-19
1685,55261FAV6,1000000000.0,1000000000.0,2024-12-10
1686,74340XCF6,450000000.0,950000000.0,2023-03-23
1687,718172EA3,850000000.0,850000000.0,2025-10-27
1688,98978VAV5,750000000.0,750000000.0,2022-11-08
1689,191216CW8,1000000000.0,1000000000.0,2020-04-29
1690,539830BX6,1000000000.0,1000000000.0,2022-10-19
1691,05526DCC7,1000000000.0,1000000000.0,2025-03-11
1694,02665WFL0,750000000.0,750000000.0,2024-07-08
1695,341081GU5,750000000.0,1100000000.0,2024-05-28
1696,89788KAA4,1250000000.0,1250000000.0,2020-03-04
1697,054561AM7,1499376000.0,1304536000.0,2018-12-17
1698,931142ET6,2000000000.0,2000000000.0,2021-09-08
1699,606822BM5,1750000000.0,1750000000.0,2019-07-11
1700,437076BD3,1000000000.0,1000000000.0,2013-09-03
1701,05964HBK0,1000000000.0,1000000000.0,2025-01-07
1702,341099CL1,1000000000.0,1000000000.0,2008-06-11
1703,037833EW6,1250000000.0,1250000000.0,2023-05-08
1704,65535HBV0,1000000000.0,1000000000.0,2024-06-27
1705,70450YAM5,1000000000.0,1000000000.0,2022-05-16
1706,037833DQ0,1500000000.0,1500000000.0,2019-09-04
1707,020002BK6,750000000.0,750000000.0,2023-03-29
1708,26441CBU8,1150000000.0,1150000000.0,2022-08-08
1709,91324PFQ0,1000000000.0,1000000000.0,2025-06-17
1710,911312CA2,1100000000.0,1100000000.0,2023-02-23
1711,620076CC1,900000000.0,900000000.0,2025-06-02
1712,98138HAJ0,1250000000.0,1250000000.0,2022-03-30
1713,76720AAP1,1100000000.0,1100000000.0,2023-03-06
1714,548661DZ7,1750000000.0,1750000000.0,2020-10-07
1715,58013MGC2,750000000.0,750000000.0,2025-08-18
1716,68233JCS1,800000000.0,800000000.0,2024-01-25
1717,57636QAQ7,1500000000.0,1500000000.0,2020-03-24
1718,95040QAM6,750000000.0,750000000.0,2021-03-16
1719,209111GK3,1000000000.0,1000000000.0,2024-05-06
1720,21871XAM1,1249900000.0,1249900000.0,2023-04-26
1721,20030NEK3,1200000000.0,1200000000.0,2024-05-20
1722,38143VAA7,2750000000.0,1130000000.0,2004-02-06
1723,054989AC2,750000000.0,750000000.0,2023-07-31
1724,49271VAQ3,850000000.0,850000000.0,2022-04-07
1725,191216DK3,750000000.0,750000000.0,2021-03-01
1726,055451BD9,900000000.0,900000000.0,2023-09-05
1727,718172BL2,750000000.0,1250000000.0,2014-11-03
1728,58013MFC3,550000000.0,1050000000.0,2017-03-06
1729,91324PDU3,1250000000.0,1250000000.0,2019-07-23
1730,09261HBX4,1000000000.0,1000000000.0,2025-01-22
1731,438127AE2,1300000000.0,1300000000.0,2025-06-25
1732,695114DQ8,850000000.0,850000000.0,2026-03-23
1733,595620AY1,1000000000.0,1000000000.0,2023-09-05
1734,373334KT7,1000000000.0,1000000000.0,2023-05-01
1735,832696AX6,1000000000.0,1000000000.0,2023-10-11
1736,05526DBW4,700000000.0,900000000.0,2022-03-14
1737,20826FBL9,1250000000.0,1250000000.0,2024-11-25
1738,91159HJS0,1250000000.0,1250000000.0,2024-07-18
1739,06849RAG7,850000000.0,850000000.0,2011-08-03
1740,478160CX0,850000000.0,850000000.0,2024-05-13
1741,06418GAQ0,1000000000.0,1000000000.0,2025-01-30
1742,548661EF0,1250000000.0,1250000000.0,2022-03-22
1743,718172DE6,1000000000.0,1000000000.0,2023-09-05
1744,28622HAB7,1000000000.0,1000000000.0,2023-01-30
1746,172967BL4,1000000000.0,1000000000.0,2002-05-30
1747,89115A3C4,1000000000.0,1000000000.0,2024-12-09
1748,478160BU7,1000000000.0,1000000000.0,2016-02-26
1749,65535HAS8,1000000000.0,1000000000.0,2020-07-06
1750,449276AE4,1000000000.0,1000000000.0,2024-01-29
1751,06738EBV6,1250000000.0,1250000000.0,2021-11-17
1752,89788MAY8,1000000000.0,1000000000.0,2026-04-20
1753,12189LAW1,1000000000.0,1000000000.0,2015-03-04
1754,26078JAF7,2150000000.0,1115963000.0,2018-11-14
1755,25278XAY5,850000000.0,850000000.0,2024-04-09
1756,25746UDW6,800000000.0,800000000.0,2025-03-06
1757,760759AZ3,750000000.0,750000000.0,2020-11-09
1758,20030NCY5,1350000000.0,1350000000.0,2019-10-29
1760,22160KAQ8,1000000000.0,1000000000.0,2020-04-16
1761,03740LAG7,750000000.0,750000000.0,2023-02-23
1762,110122DS4,1500000000.0,1500000000.0,2020-11-09
1763,822905AF2,1075279000.0,1075279000.0,2024-09-05
1764,883556CW0,750000000.0,750000000.0,2023-08-07
1765,458140CR9,1000000000.0,1000000000.0,2026-04-27
1766,110122DK1,1236433000.0,1236433000.0,2020-06-16
1768,89236TLM5,800000000.0,800000000.0,2024-01-02
1769,60687YCT4,900000000.0,900000000.0,2023-02-21
1770,031162DJ6,750000000.0,750000000.0,2022-08-15
1771,054989AF5,750000000.0,750000000.0,2025-09-18
1772,89236TNB7,850000000.0,850000000.0,2025-01-06
1773,822905AH8,1004380000.0,1004380000.0,2024-09-05
1774,373334KR1,800000000.0,800000000.0,2022-05-02
1775,532457CW6,1000000000.0,1000000000.0,2025-02-10
1776,26441CAT2,1500000000.0,1500000000.0,2016-08-09
1777,87612GAP6,750000000.0,750000000.0,2025-06-04
1778,88732JBD9,1250000000.0,1250000000.0,2012-08-07
1779,693475CD5,1250000000.0,1250000000.0,2025-05-06
1780,12572QAL9,750000000.0,750000000.0,2025-03-03
1781,694308JH1,1000000000.0,,2020-06-16
1782,58507LBC2,1000000000.0,1000000000.0,2023-03-23
1783,456837AW3,750000000.0,750000000.0,2021-03-24
1784,55336VCE8,1000000000.0,1000000000.0,2026-02-05
1785,925650AK9,900000000.0,900000000.0,2025-03-26
1786,907818FZ6,1250000000.0,1250000000.0,2022-02-09
1787,693475BA2,1000000000.0,1000000000.0,2021-04-20
1788,911312CL8,1000000000.0,1000000000.0,2025-05-12
1789,539830CB3,650000000.0,1050000000.0,2023-05-23
1790,718547AR3,500000000.0,900000000.0,2023-03-27
1791,256677AP0,1000000000.0,1000000000.0,2023-06-05
1792,50076QAR7,877860000.0,810759000.0,2012-12-07
1793,89788MAK8,750000000.0,750000000.0,2022-10-26
1794,28622HAC5,1100000000.0,1100000000.0,2023-01-30
1795,055451AR9,1000000000.0,1000000000.0,2012-02-21
1796,828807EA1,800000000.0,800000000.0,2025-08-12
1797,097023CP8,750000000.0,750000000.0,2019-07-29
1798,666807CM2,1150000000.0,1150000000.0,2024-01-29
1800,046353AM0,1000000000.0,1000000000.0,2015-11-10
1801,00774MBU8,850000000.0,850000000.0,2026-01-06
1802,337738BL1,750000000.0,750000000.0,2024-02-26
1803,674599EK7,1000000000.0,1000000000.0,2024-07-23
1804,91324PDF6,950000000.0,950000000.0,2017-10-18
1805,404119DF3,1000000000.0,1000000000.0,2025-10-27
1806,444859CB6,1000000000.0,1000000000.0,2024-03-11
1808,89115A3G5,750000000.0,750000000.0,2025-01-28
1809,87264ADC6,1000000000.0,1000000000.0,2023-09-11
1810,47214BAD0,899386000.0,899386000.0,2024-10-25
1811,25746UDR7,850000000.0,850000000.0,2022-11-16
1812,571903BQ5,1000000000.0,1000000000.0,2024-02-20
1813,10112RBF0,850000000.0,850000000.0,2021-09-15
1814,11133TAE3,1000000000.0,1000000000.0,2021-05-06
1815,03076CAM8,750000000.0,750000000.0,2023-03-06
1816,89417EAD1,800000000.0,800000000.0,2007-05-23
1817,68389XCS2,1500000000.0,1500000000.0,2024-09-25
1818,94106BAF8,750000000.0,750000000.0,2022-08-04
1819,62954HBA5,1000000000.0,1000000000.0,2022-04-14
1820,03523TBY3,1000000000.0,1000000000.0,2024-03-19
1821,756109AX2,600000000.0,950000000.0,2020-05-06
1822,437076BF8,1000000000.0,1000000000.0,2014-06-09
1823,494553AE0,1000000000.0,1000000000.0,2024-01-29
1824,70450YAP8,850000000.0,850000000.0,2024-05-20
1825,70450YAH6,1000000000.0,1000000000.0,2020-05-11
1826,02209SBJ1,750000000.0,750000000.0,2020-05-04
1827,205887CD2,1000000000.0,1000000000.0,2018-10-15
1828,437076BS0,750000000.0,1150000000.0,2017-05-24
1829,57636QAX2,750000000.0,750000000.0,2023-03-06
1830,713448DD7,750000000.0,967687000.0,2015-10-08
1831,404121AL9,1000000000.0,1000000000.0,2024-08-07
1832,89236TNJ0,750000000.0,750000000.0,2025-05-12
1833,161175CP7,900000000.0,900000000.0,2023-11-07
1834,86562MDJ6,900000000.0,900000000.0,2023-09-05
1835,571903BG7,1100000000.0,1100000000.0,2021-03-03
1836,24422EXP9,1000000000.0,1000000000.0,2024-04-08
1837,12505BAL4,750000000.0,750000000.0,2025-11-05
1838,66989HAU2,850000000.0,850000000.0,2024-09-16
1839,983024AG5,750000000.0,750000000.0,2003-12-11
1840,031162DG2,1250000000.0,1250000000.0,2022-02-17
1841,03835VAJ5,1500000000.0,1500000000.0,2021-11-09
1842,92976GAG6,1500000000.0,982598000.0,2007-01-24
1843,404280AJ8,1500000000.0,818461000.0,2008-05-19
1844,260543DH3,900000000.0,900000000.0,2022-10-24
1845,29390XAA2,750000000.0,750000000.0,2024-05-22
1846,94106LBT5,750000000.0,750000000.0,2023-02-08
1847,58933YAV7,1000000000.0,1000000000.0,2019-03-05
1848,620076BT5,900000000.0,900000000.0,2020-08-10
1849,023135BU9,2000000000.0,2000000000.0,2020-06-01
1850,48305QAD5,1500000000.0,1500000000.0,2017-04-25
1851,31620MBT2,1250000000.0,827335000.0,2021-02-23
1852,931142CK7,2250000000.0,1037829000.0,2007-08-17
1853,375558BY8,1000000000.0,1000000000.0,2020-09-23
1854,172967FX4,1000000000.0,960000000.0,2012-01-19
1855,172967JU6,1250000000.0,1000000000.0,2015-07-23
1856,02344AAA6,800000000.0,800000000.0,2021-05-18
1857,68389XCB9,1500000000.0,1500000000.0,2021-03-22
1858,03027XCD0,850000000.0,850000000.0,2023-05-22
1859,337738BQ0,1000000000.0,1000000000.0,2025-08-04
1860,126408HZ9,600000000.0,900000000.0,2025-03-06
1861,254687EB8,971816000.0,971816000.0,2019-10-22
1862,92343VGT5,1000000000.0,1000000000.0,2023-05-05
1863,89417EAH2,750000000.0,750000000.0,2010-10-27
1864,694308KU0,1000000000.0,1000000000.0,2025-02-24
1865,744448DB4,600000000.0,800000000.0,2025-03-17
1866,958667AC1,1200000000.0,1200000000.0,2020-01-09
1867,65473PAJ4,1000000000.0,1000000000.0,2020-04-07
1868,92343VDU5,3000000000.0,1095060000.0,2017-03-13
1869,00206RBK7,3043810000.0,1115280000.0,2013-05-14
1870,92857WBS8,1750000000.0,1750000000.0,2019-06-12
1871,60687YDJ5,900000000.0,900000000.0,2025-02-06
1872,682680BG7,750000000.0,750000000.0,2022-11-15
1873,548661DU8,1250000000.0,1250000000.0,2020-03-24
1874,278058DY5,1000000000.0,1000000000.0,2026-03-04
1875,24703DBF7,961879000.0,961879000.0,2023-10-02
1876,26442CBL7,500000000.0,925000000.0,2023-06-13
1877,373334LA7,500000000.0,900000000.0,2025-02-24
1878,20030NDL2,1700000000.0,1700000000.0,2020-05-20
1879,09581CAD3,998836000.0,998836000.0,2025-04-01
1880,86562MBW9,1250000000.0,1250000000.0,2020-01-06
1881,12527GAF0,750000000.0,750000000.0,2014-03-06
1882,86562MDQ0,1000000000.0,1000000000.0,2024-07-02
1883,53944YAE3,1500000000.0,1500000000.0,2018-01-04
1884,761713BA3,750000000.0,750000000.0,2015-06-09
1885,00287YAV1,1000000000.0,1000000000.0,2016-05-09
1886,202795KD1,825000000.0,825000000.0,2026-05-07
1887,816851BH1,1000000000.0,1000000000.0,2018-01-09
1888,606822DQ4,1000000000.0,1000000000.0,2025-09-02
1889,115236AN1,1000000000.0,1000000000.0,2025-06-11
1890,036752BA0,1000000000.0,1000000000.0,2024-05-20
1891,084664CW9,750000000.0,750000000.0,2020-10-05
1892,345397H89,1000000000.0,1000000000.0,2025-10-28
1893,532457CZ9,750000000.0,750000000.0,2025-02-10
1894,863667BL4,800000000.0,800000000.0,2025-01-30
1895,161175CE2,1350000000.0,1350000000.0,2021-09-27
1896,89236TLZ6,900000000.0,900000000.0,2024-03-18
1897,06418JAC5,850000000.0,850000000.0,2023-11-29
1898,717081EV1,1250000000.0,1250000000.0,2019-03-04
1899,03740LAE2,900000000.0,900000000.0,2022-02-23
1900,29250NCK9,900000000.0,900000000.0,2025-06-16
1901,458140AV2,1250000000.0,1250000000.0,2016-05-12
1902,166756BL9,900000000.0,900000000.0,2025-08-11
1903,26442CBK9,900000000.0,900000000.0,2023-01-03
1904,03027XCR9,850000000.0,850000000.0,2025-12-02
1905,718546AW4,850000000.0,850000000.0,2020-06-08
1906,26875PAW1,1000000000.0,1000000000.0,2024-11-18
1907,87612GAA9,750000000.0,750000000.0,2022-03-23
1908,532457CV8,1250000000.0,1250000000.0,2025-02-10
1909,29390XAG9,1250000000.0,1250000000.0,2025-11-05
1910,75513EAD3,1000000000.0,1000000000.0,2020-05-14
1911,78016FZQ0,1000000000.0,1000000000.0,2022-04-07
1912,86562MCJ7,1000000000.0,1000000000.0,2021-09-13
1913,87264ADZ5,1150000000.0,1150000000.0,2026-01-07
1914,29273VBL3,1000000000.0,1000000000.0,2026-01-12
1915,49456BAV3,750000000.0,750000000.0,2022-07-25
1916,05723KAF7,1349750000.0,1349750000.0,2018-01-02
1917,437076CF7,1250000000.0,1250000000.0,2021-01-04
1918,83272GAE1,996905000.0,996905000.0,2025-04-23
1919,174610BH7,1250000000.0,1250000000.0,2024-07-18
1920,89788MAV4,1250000000.0,1250000000.0,2025-10-20
1921,539830CL1,750000000.0,750000000.0,2025-07-23
1922,209111FY4,1000000000.0,1000000000.0,2020-03-26
1923,191216DL1,1000000000.0,1700000000.0,2021-03-01
1924,75513ECV1,1000000000.0,1000000000.0,2023-11-06
1925,126650DJ6,1500000000.0,1500000000.0,2020-03-26
1926,055451BF4,800000000.0,800000000.0,2023-09-05
1927,29250NCR4,1000000000.0,1000000000.0,2026-03-24
1928,74340XCK5,450000000.0,850000000.0,2024-01-18
1929,22822VAR2,750000000.0,750000000.0,2020-03-31
1930,718172DZ9,850000000.0,850000000.0,2025-10-27
1931,29379VCG6,1100000000.0,1100000000.0,2024-08-01
1932,015271BF5,750000000.0,750000000.0,2026-02-10
1933,437076CK6,1000000000.0,1000000000.0,2021-09-07
1934,02209SBN2,1250000000.0,1250000000.0,2021-02-01
1935,04686JAH4,1000000000.0,1000000000.0,2024-03-19
1936,06738ECS2,750000000.0,750000000.0,2024-03-05
1937,161175CC6,1400000000.0,1400000000.0,2021-05-18
1938,68233JDL5,750000000.0,750000000.0,2026-03-17
