cusip,window_start,window_end,n_trades,n_capped_trades,total_volume_floor,days_traded,n_customer_trades,n_dealer_trades,median_trade_size
05971KAS8,2025-09-04,2025-12-04,992,1,3723335000.0,25,,,2000000.0
06050TJZ6,2025-09-04,2025-12-04,305,0,253745000.0,58,,,250000.0
06051GEN5,2025-09-04,2025-12-04,1245,0,414642000.0,63,,,50000.0
06051GFC8,2025-09-04,2025-12-04,2663,0,518842000.0,63,,,34000.0
06051GGG8,2025-09-04,2025-12-04,352,0,252308000.0,59,,,160500.0
06051GGM5,2025-09-04,2025-12-04,726,0,251829000.0,63,,,116000.0
06051GHA0,2025-09-04,2025-12-04,225,0,91065846.0,56,,,120000.0
06051GHS1,2025-09-04,2025-12-04,1214,0,326626000.0,65,,,10000.0
06051GHU6,2025-09-04,2025-12-04,487,0,403730000.0,61,,,200000.0
06051GHV4,2025-09-04,2025-12-04,1199,0,671228000.0,63,,,54000.0
06051GHX0,2025-09-04,2025-12-04,1773,0,421200000.0,64,,,9000.0
06051GHZ5,2025-09-04,2025-12-04,1216,0,524077800.0,64,,,40000.0
06051GJA8,2025-09-04,2025-12-04,818,0,726575000.0,63,,,221500.0
06051GJB6,2025-09-04,2025-12-04,1321,0,562702000.0,64,,,32000.0
06051GJE0,2025-09-04,2025-12-04,988,0,963401000.0,63,,,250000.0
06051GJF7,2025-09-04,2025-12-04,978,0,598365000.0,65,,,78000.0
06051GJL4,2025-09-04,2025-12-04,1298,0,1270538000.0,63,,,90000.0
06051GJM2,2025-09-04,2025-12-04,322,0,221093000.0,55,,,147500.0
06051GJN0,2025-09-04,2025-12-04,313,0,266187000.0,56,,,189000.0
06051GJP5,2025-09-04,2025-12-04,624,0,369257000.0,63,,,87500.0
06051GJT7,2025-09-04,2025-12-04,2161,0,691653000.0,65,,,11000.0
06051GJW0,2025-09-04,2025-12-04,753,0,282166500.0,63,,,100000.0
06051GKB4,2025-09-04,2025-12-04,537,0,437317000.0,61,,,180000.0
06051GKD0,2025-09-04,2025-12-04,1105,0,613989000.0,63,,,100000.0
06051GKK4,2025-09-04,2025-12-04,1059,0,757200000.0,63,,,163000.0
06051GKQ1,2025-09-04,2025-12-04,2565,0,598648000.0,63,,,35000.0
06051GKY4,2025-09-04,2025-12-04,3990,0,951602000.0,65,,,22000.0
06051GLH0,2025-09-04,2025-12-04,3719,0,1137274600.0,65,,,11000.0
06051GLU1,2025-09-04,2025-12-04,1900,0,1203411000.0,64,,,50000.0
06051GMA4,2025-09-04,2025-12-04,3964,1,1410472000.0,66,,,20000.0
06051GML0,2025-09-04,2025-12-04,2889,0,2074217000.0,63,,,21000.0
06051GMM8,2025-09-04,2025-12-04,1280,0,1503713000.0,63,,,200000.0
06051GMW6,2025-09-04,2025-12-04,1567,1,6107213000.0,63,,,1000000.0
06368L3L8,2025-09-04,2025-12-04,771,0,229944000.0,64,,,75000.0
06368L8L3,2025-09-04,2025-12-04,841,0,176602000.0,63,,,30000.0
06368MXV1,2025-09-04,2025-12-04,1286,0,2705640000.0,56,,,272500.0
06417XAE1,2025-09-04,2025-12-04,641,0,163331000.0,62,,,60000.0
06417XAP6,2025-09-04,2025-12-04,1873,0,328627000.0,65,,,25000.0
06418GAQ0,2025-09-04,2025-12-04,838,0,264602000.0,64,,,49500.0
06418GAW7,2025-09-04,2025-12-04,750,1,2021756000.0,63,,,1000000.0
06418JAC5,2025-09-04,2025-12-04,1248,0,261538000.0,63,,,14000.0
06738EAJ4,2025-09-04,2025-12-04,455,0,429691000.0,61,,,300000.0
06738EAV7,2025-09-04,2025-12-04,166,0,124146000.0,39,,,310000.0
06738EBM6,2025-09-04,2025-12-04,241,0,234616000.0,50,,,400000.0
06738EBR5,2025-09-04,2025-12-04,234,0,294361000.0,51,,,500000.0
06738EBV6,2025-09-04,2025-12-04,663,0,223709000.0,63,,,26000.0
06738EBW4,2025-09-04,2025-12-04,114,0,115934000.0,40,,,270000.0
06738ECA1,2025-09-04,2025-12-04,258,0,327290000.0,50,,,300000.0
06738ECE3,2025-09-04,2025-12-04,448,0,640580000.0,57,,,335000.0
06738ECG8,2025-09-04,2025-12-04,561,0,1364043000.0,61,,,500000.0
06738ECL7,2025-09-04,2025-12-04,300,0,421583000.0,57,,,370000.0
06738ECS2,2025-09-04,2025-12-04,315,0,557183000.0,52,,,685000.0
06738ECU7,2025-09-04,2025-12-04,378,0,520253000.0,63,,,243000.0
06738ECV5,2025-09-04,2025-12-04,920,0,1662822000.0,66,,,400000.0
06738ECY9,2025-09-04,2025-12-04,573,0,1338950000.0,61,,,500000.0
06738ECZ6,2025-09-04,2025-12-04,809,0,1989939000.0,64,,,798000.0
06738EDE2,2025-09-04,2025-12-04,685,0,1498248000.0,65,,,765000.0
06849RAG7,2025-09-04,2025-12-04,342,0,189101000.0,56,,,51000.0
06849RAK8,2025-09-04,2025-12-04,263,0,210992000.0,53,,,200000.0
06849UAD7,2025-09-04,2025-12-04,256,0,149440000.0,46,,,110000.0
071813CS6,2025-09-04,2025-12-04,1192,0,1281441000.0,64,,,173000.0
071813CV9,2025-09-04,2025-12-04,624,0,802429000.0,62,,,375000.0
071813DE6,2025-09-04,2025-12-04,633,1,2745060000.0,11,,,2000000.0
075887BX6,2025-09-04,2025-12-04,450,0,426063000.0,61,,,200000.0
075887CJ6,2025-09-04,2025-12-04,647,0,136443100.0,63,,,30000.0
075887CL1,2025-09-04,2025-12-04,636,0,266981000.0,64,,,45000.0
0778FPAA7,2025-09-04,2025-12-04,285,0,211574000.0,55,,,177000.0
0778FPAL3,2025-09-04,2025-12-04,619,0,206223000.0,63,,,29000.0
0778FPAN9,2025-09-04,2025-12-04,327,0,228552000.0,54,,,300000.0
084659AF8,2025-09-04,2025-12-04,656,0,66898000.0,64,,,19000.0
084659AP6,2025-09-04,2025-12-04,293,0,81800000.0,52,,,41000.0
084659AR2,2025-09-04,2025-12-04,362,0,46075000.0,58,,,31500.0
084659AV3,2025-09-04,2025-12-04,1460,0,180464000.0,64,,,30000.0
084659AX9,2025-09-04,2025-12-04,303,0,73737000.0,53,,,50000.0
084659BC4,2025-09-04,2025-12-04,593,0,253016000.0,62,,,80000.0
084659BF7,2025-09-04,2025-12-04,622,0,419735000.0,61,,,200000.0
084664BL4,2025-09-04,2025-12-04,698,0,75268000.0,66,,,24000.0
084664CQ2,2025-09-04,2025-12-04,970,0,259085000.0,67,,,66500.0
084664CR0,2025-09-04,2025-12-04,977,0,164497000.0,69,,,49000.0
084664CV1,2025-09-04,2025-12-04,618,0,287789000.0,65,,,100000.0
084664CW9,2025-09-04,2025-12-04,1687,0,311067000.0,64,,,23000.0
084664CX7,2025-09-04,2025-12-04,428,0,148885000.0,59,,,105000.0
084664DA6,2025-09-04,2025-12-04,2315,0,395602000.0,65,,,25000.0
084664DB4,2025-09-04,2025-12-04,901,0,385018000.0,62,,,55000.0
084670BK3,2025-09-04,2025-12-04,1302,0,191518000.0,67,,,25000.0
08576BAB8,2025-09-04,2025-12-04,482,0,229455000.0,60,,,150000.0
08576PAQ4,2025-09-04,2025-12-04,527,0,401218000.0,59,,,135000.0
09062XAD5,2025-09-04,2025-12-04,1527,0,407423000.0,62,,,21000.0
09062XAG8,2025-09-04,2025-12-04,845,0,284231000.0,63,,,39000.0
09062XAH6,2025-09-04,2025-12-04,1865,0,300284000.0,64,,,13000.0
09261HBW6,2025-09-04,2025-12-04,3613,0,679127000.0,64,,,25000.0
09261HBX4,2025-09-04,2025-12-04,3521,0,911439000.0,63,,,25000.0
092914AA8,2025-09-04,2025-12-04,1040,0,253860000.0,61,,,30000.0
09581CAB7,2025-09-04,2025-12-04,836,0,340673000.0,64,,,50000.0
09581CAD3,2025-09-04,2025-12-04,670,0,631619000.0,63,,,50000.0
097023CJ2,2025-09-04,2025-12-04,994,0,273348000.0,64,,,23000.0
097023CK9,2025-09-04,2025-12-04,273,0,242143000.0,50,,,110000.0
097023CN3,2025-09-04,2025-12-04,792,0,270376000.0,63,,,30000.0
097023CP8,2025-09-04,2025-12-04,770,0,386851000.0,63,,,54500.0
097023CQ6,2025-09-04,2025-12-04,669,0,466963000.0,63,,,120000.0
097023CR4,2025-09-04,2025-12-04,515,0,262952000.0,60,,,85000.0
097023CV5,2025-09-04,2025-12-04,1577,0,603026920.0,63,,,25000.0
097023CW3,2025-09-04,2025-12-04,2577,0,2255054000.0,63,,,100000.0
097023CX1,2025-09-04,2025-12-04,1513,0,1058880000.0,64,,,50000.0
097023CY9,2025-09-04,2025-12-04,8068,0,1114113000.0,65,,,9000.0
097023DC6,2025-09-04,2025-12-04,1397,0,278666000.0,64,,,20000.0
097023DR3,2025-09-04,2025-12-04,451,0,158767000.0,63,,,100000.0
097023DS1,2025-09-04,2025-12-04,1652,0,1210259000.0,63,,,70000.0
097023DT9,2025-09-04,2025-12-04,1021,0,1438379750.0,63,,,500000.0
097023DU6,2025-09-04,2025-12-04,913,0,1392819000.0,63,,,437000.0
10112RBD5,2025-09-04,2025-12-04,635,0,373945000.0,61,,,54000.0
10112RBE3,2025-09-04,2025-12-04,922,0,228854000.0,62,,,15000.0
10112RBF0,2025-09-04,2025-12-04,875,0,573337000.0,63,,,105000.0
10112RBH6,2025-09-04,2025-12-04,785,0,309732000.0,62,,,33000.0
10112RBJ2,2025-09-04,2025-12-04,884,0,466025000.0,62,,,50000.0
10373QBG4,2025-09-04,2025-12-04,509,0,269058000.0,62,,,163000.0
10373QBL3,2025-09-04,2025-12-04,1184,0,248894000.0,64,,,50000.0
10373QBM1,2025-09-04,2025-12-04,1424,0,323707000.0,65,,,22000.0
10373QBN9,2025-09-04,2025-12-04,348,0,195621500.0,56,,,100000.0
10373QBP4,2025-09-04,2025-12-04,534,0,365566000.0,63,,,150000.0
10373QBQ2,2025-09-04,2025-12-04,480,0,337163000.0,63,,,170000.0
10373QBR0,2025-09-04,2025-12-04,502,0,273418000.0,60,,,200000.0
10373QBS8,2025-09-04,2025-12-04,467,0,133091000.0,63,,,60000.0
10373QBT6,2025-09-04,2025-12-04,1186,0,355620250.0,65,,,25000.0
10373QBU3,2025-09-04,2025-12-04,2302,0,450911000.0,64,,,11000.0
10373QBV1,2025-09-04,2025-12-04,1737,0,299773000.0,63,,,20000.0
10373QBW9,2025-09-04,2025-12-04,685,0,90919000.0,63,,,15000.0
10373QBZ2,2025-09-04,2025-12-04,885,0,94424000.0,62,,,15000.0
10373QCA6,2025-09-04,2025-12-04,1983,0,893661000.0,64,,,15000.0
110122CP1,2025-09-04,2025-12-04,1634,0,430731000.0,63,,,30000.0
110122CQ9,2025-09-04,2025-12-04,869,0,358133000.0,62,,,100000.0
110122CR7,2025-09-04,2025-12-04,707,0,826271000.0,63,,,250000.0
110122DK1,2025-09-04,2025-12-04,394,0,193658000.0,58,,,147000.0
110122DL9,2025-09-04,2025-12-04,332,0,89635000.0,59,,,115000.0
110122DQ8,2025-09-04,2025-12-04,1259,0,363935000.0,64,,,28000.0
110122DR6,2025-09-04,2025-12-04,460,0,217662000.0,61,,,99000.0
110122DS4,2025-09-04,2025-12-04,555,0,402604000.0,62,,,120000.0
110122DU9,2025-09-04,2025-12-04,2557,0,447237000.0,63,,,10000.0
110122DV7,2025-09-04,2025-12-04,421,0,154243000.0,63,,,150000.0
110122DW5,2025-09-04,2025-12-04,395,0,214458000.0,59,,,150000.0
110122DX3,2025-09-04,2025-12-04,372,0,218954000.0,58,,,180000.0
110122DY1,2025-09-04,2025-12-04,1417,0,209841000.0,62,,,20000.0
110122DZ8,2025-09-04,2025-12-04,1367,0,160247000.0,64,,,17000.0
110122EG9,2025-09-04,2025-12-04,1758,0,391561000.0,63,,,25000.0
110122EH7,2025-09-04,2025-12-04,4197,0,727631000.0,63,,,11000.0
110122EK0,2025-09-04,2025-12-04,1143,0,1704649000.0,63,,,250000.0
111021AE1,2025-09-04,2025-12-04,2699,0,404538000.0,63,,,7000.0
11120VAJ2,2025-09-04,2025-12-04,835,0,202772000.0,62,,,35000.0
11133TAD5,2025-09-04,2025-12-04,514,0,104746000.0,57,,,20000.0
11133TAE3,2025-09-04,2025-12-04,317,0,217229000.0,58,,,120000.0
11135FAQ4,2025-09-04,2025-12-04,5851,0,981239000.0,63,,,15000.0
11135FAS0,2025-09-04,2025-12-04,4890,0,735309000.0,63,,,25000.0
11135FBY6,2025-09-04,2025-12-04,3550,0,771289000.0,65,,,25000.0
11135FCB5,2025-09-04,2025-12-04,2631,0,680066000.0,63,,,25000.0
11135FCC3,2025-09-04,2025-12-04,2065,0,262711000.0,64,,,20000.0
11135FCD1,2025-09-04,2025-12-04,2992,0,643915000.0,66,,,20000.0
11135FCF6,2025-09-04,2025-12-04,816,0,201552000.0,63,,,25000.0
11135FCG4,2025-09-04,2025-12-04,1780,0,237030000.0,64,,,20500.0
11135FCK5,2025-09-04,2025-12-04,7306,0,1605875000.0,63,,,8000.0
11135FCL3,2025-09-04,2025-12-04,2138,0,974687000.0,64,,,50000.0
11135FCM1,2025-09-04,2025-12-04,4768,2,3252781400.0,63,,,15000.0
11135FCQ2,2025-09-04,2025-12-04,360,0,333541000.0,31,,,160000.0
11135FCR0,2025-09-04,2025-12-04,297,0,137657000.0,30,,,200000.0
11135FCS8,2025-09-04,2025-12-04,355,0,514660000.0,32,,,508000.0
11135FCT6,2025-09-04,2025-12-04,511,0,889759000.0,32,,,200000.0
11135FCU3,2025-09-04,2025-12-04,413,0,474013000.0,31,,,200000.0
11135FCV1,2025-09-04,2025-12-04,464,0,317796000.0,33,,,200000.0
11135FCW9,2025-09-04,2025-12-04,2368,1,3014615000.0,51,,,100000.0
11135FCY5,2025-09-04,2025-12-04,2652,6,5104573000.0,51,,,100000.0
112586AB8,2025-09-04,2025-12-04,1140,0,2772879000.0,63,,,500000.0
11271LAB8,2025-09-04,2025-12-04,185,0,59305000.0,42,,,100000.0
11271LAE2,2025-09-04,2025-12-04,1095,0,190266000.0,63,,,19000.0
11271LAF9,2025-09-04,2025-12-04,210,0,65068000.0,40,,,112000.0
11271LAL6,2025-09-04,2025-12-04,513,0,304513000.0,63,,,165000.0
113004AA3,2025-09-04,2025-12-04,710,0,264986000.0,62,,,25000.0
113004AC9,2025-09-04,2025-12-04,200,0,508786000.0,14,,,121000.0
115236AK7,2025-09-04,2025-12-04,717,0,383352000.0,61,,,67000.0
115236AM3,2025-09-04,2025-12-04,987,0,737334000.0,63,,,95000.0
115236AN1,2025-09-04,2025-12-04,731,0,803311000.0,63,,,330000.0
120568BC3,2025-09-04,2025-12-04,847,0,327880000.0,63,,,80000.0
120568BE9,2025-09-04,2025-12-04,1014,0,273232000.0,63,,,40000.0
120568BF6,2025-09-04,2025-12-04,984,0,327807000.0,62,,,38500.0
12189LAA9,2025-09-04,2025-12-04,560,0,53517000.0,59,,,25000.0
12189LAN1,2025-09-04,2025-12-04,257,0,63845600.0,55,,,55000.0
12189LAS0,2025-09-04,2025-12-04,769,0,218104000.0,65,,,76000.0
12189LAU5,2025-09-04,2025-12-04,287,0,57178000.0,54,,,90000.0
12189LAW1,2025-09-04,2025-12-04,311,0,96648000.0,59,,,75000.0
12189LAZ4,2025-09-04,2025-12-04,138,0,39504000.0,41,,,83000.0
12189LBB6,2025-09-04,2025-12-04,156,0,51372000.0,44,,,180000.0
12189LBC4,2025-09-04,2025-12-04,130,0,35946000.0,43,,,100000.0
12189LBD2,2025-09-04,2025-12-04,157,0,41195000.0,41,,,50000.0
12189LBE0,2025-09-04,2025-12-04,175,0,59313000.0,43,,,100000.0
12189LBG5,2025-09-04,2025-12-04,173,0,61728000.0,49,,,132000.0
12189LBJ9,2025-09-04,2025-12-04,215,0,100871000.0,49,,,110000.0
12189LBK6,2025-09-04,2025-12-04,885,0,543816000.0,63,,,121000.0
12189LBL4,2025-09-04,2025-12-04,837,0,735320000.0,63,,,155000.0
12189LBM2,2025-09-04,2025-12-04,880,0,811106000.0,63,,,90000.0
12189LBN0,2025-09-04,2025-12-04,453,0,1750629000.0,4,,,2000000.0
12505BAG5,2025-09-04,2025-12-04,644,0,179983000.0,61,,,40000.0
12505BAL4,2025-09-04,2025-12-04,553,0,1848196000.0,20,,,1000000.0
12513GBJ7,2025-09-04,2025-12-04,566,0,273256000.0,58,,,96500.0
12527GAD5,2025-09-04,2025-12-04,214,0,133727000.0,49,,,100000.0
12527GAE3,2025-09-04,2025-12-04,474,0,189090000.0,58,,,30000.0
12527GAF0,2025-09-04,2025-12-04,1159,0,366230000.0,63,,,25000.0
12527GAL7,2025-09-04,2025-12-04,275,0,1450998000.0,10,,,1000000.0
125523AJ9,2025-09-04,2025-12-04,2628,0,583290000.0,64,,,25000.0
125523AK6,2025-09-04,2025-12-04,1137,0,478137000.0,65,,,75000.0
125523BK5,2025-09-04,2025-12-04,286,0,137479000.0,53,,,109000.0
125523CF5,2025-09-04,2025-12-04,438,0,173687000.0,61,,,122500.0
125523CJ7,2025-09-04,2025-12-04,478,0,356400000.0,58,,,126000.0
125523CK4,2025-09-04,2025-12-04,469,0,370436000.0,60,,,200000.0
125523CL2,2025-09-04,2025-12-04,1511,0,335546000.0,63,,,9000.0
125523CM0,2025-09-04,2025-12-04,1974,0,488212000.0,63,,,20000.0
125523CQ1,2025-09-04,2025-12-04,409,0,279972000.0,59,,,150000.0
125523CS7,2025-09-04,2025-12-04,1173,0,203995000.0,63,,,20000.0
125523CU2,2025-09-04,2025-12-04,1459,0,337970000.0,63,,,27000.0
125523CV0,2025-09-04,2025-12-04,1713,0,507560000.0,63,,,25000.0
125523CW8,2025-09-04,2025-12-04,952,0,710108000.0,63,,,200000.0
125523CX6,2025-09-04,2025-12-04,3628,0,1415016000.0,63,,,25000.0
125523CY4,2025-09-04,2025-12-04,2679,0,1685440000.0,63,,,40000.0
125523CZ1,2025-09-04,2025-12-04,2478,0,1635042000.0,63,,,50000.0
125523DA5,2025-09-04,2025-12-04,866,0,1542771000.0,62,,,550000.0
12572QAF2,2025-09-04,2025-12-04,562,0,88327000.0,63,,,20000.0
12572QAK1,2025-09-04,2025-12-04,480,0,248485000.0,60,,,85000.0
12572QAL9,2025-09-04,2025-12-04,1112,0,336381000.0,63,,,40000.0
12636YAE2,2025-09-04,2025-12-04,198,0,171413000.0,50,,,405500.0
12636YAF9,2025-09-04,2025-12-04,277,0,298215000.0,57,,,300000.0
12636YAH5,2025-09-04,2025-12-04,834,2,2106691000.0,41,,,1000000.0
12636YAJ1,2025-09-04,2025-12-04,1052,0,3077754000.0,41,,,1000000.0
126408GY3,2025-09-04,2025-12-04,177,0,46868000.0,48,,,105000.0
126408HF3,2025-09-04,2025-12-04,175,0,38660000.0,51,,,95000.0
126408HK2,2025-09-04,2025-12-04,176,0,87052000.0,45,,,247500.0
126408HU0,2025-09-04,2025-12-04,1762,0,287686000.0,63,,,24000.0
126408HV8,2025-09-04,2025-12-04,280,0,260633000.0,59,,,203500.0
126408HZ9,2025-09-04,2025-12-04,1199,0,1310090000.0,63,,,100000.0
126650CD0,2025-09-04,2025-12-04,511,0,150575000.0,61,,,35000.0
126650CN8,2025-09-04,2025-12-04,1411,0,827133000.0,63,,,43000.0
126650CY4,2025-09-04,2025-12-04,2473,0,1246556000.0,63,,,50000.0
126650CZ1,2025-09-04,2025-12-04,4864,0,3849729000.0,65,,,15000.0
126650DG2,2025-09-04,2025-12-04,1612,0,359405000.0,64,,,25000.0
126650DJ6,2025-09-04,2025-12-04,2312,0,281093100.0,64,,,17000.0
126650DN7,2025-09-04,2025-12-04,918,0,408016000.0,64,,,30000.0
126650DQ0,2025-09-04,2025-12-04,914,0,347561050.0,63,,,65000.0
126650DR8,2025-09-04,2025-12-04,772,0,386908000.0,62,,,95000.0
126650DT4,2025-09-04,2025-12-04,1999,0,336331000.0,65,,,20000.0
126650DU1,2025-09-04,2025-12-04,4481,0,412649000.0,65,,,6000.0
126650DV9,2025-09-04,2025-12-04,575,0,351448000.0,62,,,100000.0
126650DX5,2025-09-04,2025-12-04,1377,0,162005705.0,63,,,20000.0
126650DY3,2025-09-04,2025-12-04,2444,0,373166000.0,64,,,11000.0
126650DZ0,2025-09-04,2025-12-04,728,0,483889000.0,64,,,154000.0
126650EA4,2025-09-04,2025-12-04,1369,0,644480000.0,63,,,25000.0
126650EC0,2025-09-04,2025-12-04,642,0,161162000.0,63,,,40000.0
126650ED8,2025-09-04,2025-12-04,1275,0,410741000.0,65,,,30000.0
126650EE6,2025-09-04,2025-12-04,1003,0,276294000.0,62,,,20000.0
126650EF3,2025-09-04,2025-12-04,492,0,550270000.0,62,,,246000.0
126650EJ5,2025-09-04,2025-12-04,1080,0,599281000.0,63,,,50000.0
126650EK2,2025-09-04,2025-12-04,1769,0,2274364000.0,63,,,121000.0
126650EL0,2025-09-04,2025-12-04,1252,0,2158242000.0,64,,,343000.0
12704PAB4,2025-09-04,2025-12-04,314,0,303420000.0,57,,,402000.0
127097AN3,2025-09-04,2025-12-04,708,0,626240000.0,64,,,150000.0
127387AN8,2025-09-04,2025-12-04,850,0,252941000.0,63,,,48000.0
127387AP3,2025-09-04,2025-12-04,859,0,759161000.0,61,,,100000.0
134429BP3,2025-09-04,2025-12-04,1307,0,389621000.0,63,,,25000.0
134429BQ1,2025-09-04,2025-12-04,1652,0,906690000.0,63,,,50000.0
13607HR53,2025-09-04,2025-12-04,612,0,152010000.0,62,,,50000.0
13607LWW9,2025-09-04,2025-12-04,865,0,434837000.0,63,,,50000.0
13607PHS6,2025-09-04,2025-12-04,519,0,243305000.0,63,,,59000.0
13607PVQ4,2025-09-04,2025-12-04,778,0,285404000.0,64,,,50500.0
13607QFE7,2025-09-04,2025-12-04,697,0,961234000.0,63,,,400000.0
136375DC3,2025-09-04,2025-12-04,358,0,88528000.0,55,,,100000.0
136375DR0,2025-09-04,2025-12-04,312,0,74564000.0,58,,,55000.0
136385AL5,2025-09-04,2025-12-04,307,0,154101000.0,52,,,100000.0
136385AY7,2025-09-04,2025-12-04,277,0,190573000.0,50,,,50000.0
136385BD2,2025-09-04,2025-12-04,176,0,141283000.0,16,,,190000.0
136385BE0,2025-09-04,2025-12-04,64,0,41883000.0,13,,,240000.0
13645RAX2,2025-09-04,2025-12-04,434,0,116495000.0,58,,,35000.0
13645RBF0,2025-09-04,2025-12-04,809,0,555671000.0,63,,,130000.0
13645RBG8,2025-09-04,2025-12-04,316,0,166707000.0,60,,,130000.0
13645RBH6,2025-09-04,2025-12-04,446,0,296643000.0,61,,,173500.0
14149YBR8,2025-09-04,2025-12-04,715,0,105453000.0,63,,,25000.0
14149YBS6,2025-09-04,2025-12-04,698,0,680859000.0,63,,,57500.0
142339AJ9,2025-09-04,2025-12-04,1226,0,236124000.0,63,,,16000.0
14448CAL8,2025-09-04,2025-12-04,709,0,251120000.0,62,,,30000.0
14448CAQ7,2025-09-04,2025-12-04,1439,0,648564000.0,63,,,50000.0
14448CAR5,2025-09-04,2025-12-04,598,0,666377000.0,63,,,200000.0
14448CAS3,2025-09-04,2025-12-04,304,0,307180000.0,53,,,100000.0
14448CBC7,2025-09-04,2025-12-04,1520,0,310824000.0,63,,,11000.0
149123BS9,2025-09-04,2025-12-04,759,0,109935000.0,61,,,25000.0
149123CB5,2025-09-04,2025-12-04,380,0,190141000.0,59,,,133000.0
149123CF6,2025-09-04,2025-12-04,330,0,106619000.0,54,,,181000.0
149123CH2,2025-09-04,2025-12-04,822,0,146590000.0,64,,,26000.0
149123CJ8,2025-09-04,2025-12-04,232,0,99210000.0,56,,,180500.0
149123CL3,2025-09-04,2025-12-04,2028,0,1373994500.0,63,,,55000.0
14913UAU4,2025-09-04,2025-12-04,1244,0,313098000.0,63,,,25000.0
15135UAX7,2025-09-04,2025-12-04,308,0,310449000.0,55,,,255000.0
161175AZ7,2025-09-04,2025-12-04,1252,0,1484046000.0,63,,,75000.0
161175BA1,2025-09-04,2025-12-04,1286,0,1466784000.0,63,,,58500.0
161175BL7,2025-09-04,2025-12-04,739,0,669463000.0,63,,,110000.0
161175BM5,2025-09-04,2025-12-04,458,0,146955000.0,57,,,50000.0
161175BN3,2025-09-04,2025-12-04,605,0,694604000.0,62,,,200000.0
161175BS2,2025-09-04,2025-12-04,584,0,618675000.0,62,,,151500.0
161175BT0,2025-09-04,2025-12-04,664,0,793503000.0,63,,,181000.0
161175BU7,2025-09-04,2025-12-04,2015,0,1453741520.0,63,,,10000.0
161175BV5,2025-09-04,2025-12-04,526,0,720925000.0,62,,,216500.0
161175BY9,2025-09-04,2025-12-04,557,0,885812000.0,61,,,299000.0
161175CA0,2025-09-04,2025-12-04,664,0,1201443000.0,63,,,352000.0
161175CC6,2025-09-04,2025-12-04,416,0,377135000.0,59,,,250000.0
161175CE2,2025-09-04,2025-12-04,368,0,346622000.0,61,,,165500.0
161175CG7,2025-09-04,2025-12-04,507,0,895843000.0,60,,,323000.0
161175CJ1,2025-09-04,2025-12-04,739,0,183198000.0,62,,,14000.0
161175CL6,2025-09-04,2025-12-04,550,0,362992610.0,62,,,60000.0
161175CP7,2025-09-04,2025-12-04,679,0,429078000.0,63,,,83000.0
161175CR3,2025-09-04,2025-12-04,594,0,712856000.0,62,,,203500.0
161175CS1,2025-09-04,2025-12-04,1065,4,2697742000.0,64,,,400000.0
161175CT9,2025-09-04,2025-12-04,906,0,2131835000.0,63,,,723000.0
16411QAG6,2025-09-04,2025-12-04,2291,0,586918000.0,65,,,25000.0
16411QAK7,2025-09-04,2025-12-04,1821,0,520311000.0,64,,,33000.0
16411QAN1,2025-09-04,2025-12-04,1549,0,370417000.0,64,,,45000.0
16411QAQ4,2025-09-04,2025-12-04,948,0,371909000.0,63,,,52500.0
16411QAS0,2025-09-04,2025-12-04,770,0,437193000.0,64,,,75000.0
16411RAN9,2025-09-04,2025-12-04,674,0,465136000.0,62,,,100000.0
16412XAJ4,2025-09-04,2025-12-04,747,0,158664000.0,63,,,21000.0
165167DH7,2025-09-04,2025-12-04,486,0,466112000.0,60,,,225000.0
166756AH9,2025-09-04,2025-12-04,525,0,208436000.0,56,,,29000.0
166756BD7,2025-09-04,2025-12-04,13498,0,564074000.0,64,,,2000.0
166756BF2,2025-09-04,2025-12-04,1464,0,131474000.0,63,,,10000.0
166756BJ4,2025-09-04,2025-12-04,6919,0,1495169000.0,63,,,12000.0
166756BK1,2025-09-04,2025-12-04,2033,0,426273000.0,63,,,30000.0
166756BL9,2025-09-04,2025-12-04,3623,0,1585774000.0,64,,,25000.0
166764BY5,2025-09-04,2025-12-04,1468,0,353907000.0,64,,,50000.0
166764CA6,2025-09-04,2025-12-04,465,0,145711000.0,63,,,56000.0
171232AQ4,2025-09-04,2025-12-04,470,0,98907000.0,58,,,25000.0
171239AG1,2025-09-04,2025-12-04,1107,0,485859000.0,63,,,35000.0
171239AJ5,2025-09-04,2025-12-04,262,0,146217000.0,50,,,200000.0
171239AK2,2025-09-04,2025-12-04,2289,0,628898000.0,63,,,18000.0
171239AM8,2025-09-04,2025-12-04,1402,0,1602926000.0,63,,,175000.0
17275RAD4,2025-09-04,2025-12-04,989,0,238481000.0,63,,,25000.0
17275RAF9,2025-09-04,2025-12-04,926,0,384956000.0,64,,,50000.0
17275RBS0,2025-09-04,2025-12-04,4787,0,680787000.0,65,,,20000.0
17275RBT8,2025-09-04,2025-12-04,2540,2,866524000.0,63,,,20000.0
17275RBU5,2025-09-04,2025-12-04,1106,0,1402318000.0,64,,,190000.0
17275RBV3,2025-09-04,2025-12-04,769,0,879633000.0,60,,,100000.0
17275RBX9,2025-09-04,2025-12-04,1631,0,235997000.0,64,,,20000.0
17275RBY7,2025-09-04,2025-12-04,1410,0,352640000.0,65,,,40500.0
17275RBZ4,2025-09-04,2025-12-04,1441,0,921612000.0,63,,,32000.0
17275RCA8,2025-09-04,2025-12-04,589,0,647076000.0,62,,,132000.0
