cusip,window_start,window_end,n_trades,n_capped_trades,total_volume_floor,days_traded,n_customer_trades,n_dealer_trades,median_trade_size
172967BL4,2025-09-04,2025-12-04,2315,0,344461000.0,63,,,25000.0
172967EW7,2025-09-04,2025-12-04,1049,0,222015000.0,63,,,25000.0
172967FX4,2025-09-04,2025-12-04,712,0,112641000.0,63,,,27000.0
172967HA2,2025-09-04,2025-12-04,386,0,61046000.0,54,,,50000.0
172967HS3,2025-09-04,2025-12-04,964,0,120977000.0,63,,,26000.0
172967JU6,2025-09-04,2025-12-04,598,0,138234000.0,62,,,45500.0
172967KR1,2025-09-04,2025-12-04,838,0,247413000.0,63,,,36000.0
172967LU3,2025-09-04,2025-12-04,424,0,129652000.0,61,,,100000.0
172967MD0,2025-09-04,2025-12-04,599,0,277211000.0,62,,,125000.0
172967ML2,2025-09-04,2025-12-04,1231,0,588737500.0,63,,,17000.0
172967MM0,2025-09-04,2025-12-04,427,0,400790000.0,58,,,300000.0
172967MP3,2025-09-04,2025-12-04,2912,0,716767000.0,64,,,20000.0
172967MS7,2025-09-04,2025-12-04,1946,0,939876000.0,65,,,18000.0
172967MY4,2025-09-04,2025-12-04,2566,0,791007000.0,63,,,10000.0
172967NE7,2025-09-04,2025-12-04,1871,0,722093000.0,64,,,65000.0
172967NF4,2025-09-04,2025-12-04,533,0,355910000.0,63,,,200000.0
172967NN7,2025-09-04,2025-12-04,1803,0,745400000.0,63,,,30000.0
172967NU1,2025-09-04,2025-12-04,1813,0,440152000.0,65,,,37000.0
172967PA3,2025-09-04,2025-12-04,4294,0,729057154.0,63,,,5000.0
172967PL9,2025-09-04,2025-12-04,1478,0,1165330654.0,63,,,105000.0
172967QA2,2025-09-04,2025-12-04,4365,0,1825954000.0,63,,,4000.0
172967QF1,2025-09-04,2025-12-04,2588,9,10951798000.0,65,,,1000000.0
172967QH7,2025-09-04,2025-12-04,3324,7,18561748000.0,65,,,2000000.0
17308CC53,2025-09-04,2025-12-04,1203,0,430752000.0,63,,,25000.0
17325FBG2,2025-09-04,2025-12-04,537,0,656368954.0,60,,,300000.0
17325FBK3,2025-09-04,2025-12-04,586,0,355253000.0,57,,,100000.0
17325FBP2,2025-09-04,2025-12-04,1157,0,1062427000.0,63,,,163000.0
17327CAQ6,2025-09-04,2025-12-04,1574,1,642232000.0,64,,,22000.0
17327CAT0,2025-09-04,2025-12-04,1900,0,1263854000.0,64,,,35000.0
17327CAY9,2025-09-04,2025-12-04,1022,0,1203438000.0,63,,,280000.0
17327CBA0,2025-09-04,2025-12-04,1197,3,3266355000.0,63,,,500000.0
174610AT2,2025-09-04,2025-12-04,1243,0,245134125.0,63,,,40000.0
174610BG9,2025-09-04,2025-12-04,700,0,713555000.0,63,,,216000.0
174610BH7,2025-09-04,2025-12-04,1090,0,445609000.0,63,,,35000.0
174610BJ3,2025-09-04,2025-12-04,554,0,342218000.0,63,,,112500.0
191216CM0,2025-09-04,2025-12-04,741,0,69605000.0,64,,,25000.0
191216CT5,2025-09-04,2025-12-04,2590,0,534757334.0,64,,,25000.0
191216CV0,2025-09-04,2025-12-04,1211,0,356651000.0,63,,,35000.0
191216CW8,2025-09-04,2025-12-04,681,0,328005800.0,62,,,100000.0
191216CX6,2025-09-04,2025-12-04,315,0,85865000.0,54,,,90000.0
191216CY4,2025-09-04,2025-12-04,376,0,308912000.0,53,,,148000.0
191216DC1,2025-09-04,2025-12-04,448,0,217162000.0,64,,,150000.0
191216DE7,2025-09-04,2025-12-04,1568,0,197741000.0,64,,,14000.0
191216DK3,2025-09-04,2025-12-04,735,0,71835000.0,63,,,20000.0
191216DL1,2025-09-04,2025-12-04,356,0,112680000.0,57,,,72000.0
191216DP2,2025-09-04,2025-12-04,2228,0,275660000.0,64,,,11000.0
191216DQ0,2025-09-04,2025-12-04,466,0,117753000.0,55,,,77500.0
191216DR8,2025-09-04,2025-12-04,1762,0,256383000.0,64,,,25000.0
191216DS6,2025-09-04,2025-12-04,942,0,596542000.0,63,,,70000.0
191216DT4,2025-09-04,2025-12-04,1092,0,646835000.0,64,,,45000.0
191216DY3,2025-09-04,2025-12-04,1593,0,423565000.0,64,,,50000.0
191216DZ0,2025-09-04,2025-12-04,1296,0,1432987000.0,70,,,100000.0
20030NAC5,2025-09-04,2025-12-04,954,0,143113000.0,63,,,25000.0
20030NAF8,2025-09-04,2025-12-04,1309,0,299008000.0,63,,,25000.0
20030NBH3,2025-09-04,2025-12-04,3190,0,698790000.0,65,,,25000.0
20030NBM2,2025-09-04,2025-12-04,1622,0,271568000.0,63,,,25000.0
20030NBP5,2025-09-04,2025-12-04,1779,0,372459000.0,65,,,25000.0
20030NBQ3,2025-09-04,2025-12-04,1059,0,119488000.0,63,,,11000.0
20030NBT7,2025-09-04,2025-12-04,1222,0,510223750.0,63,,,25000.0
20030NBU4,2025-09-04,2025-12-04,407,0,303710000.0,59,,,130000.0
20030NBZ3,2025-09-04,2025-12-04,277,0,117943000.0,54,,,100000.0
20030NCC3,2025-09-04,2025-12-04,551,0,325219000.0,61,,,100000.0
20030NCE9,2025-09-04,2025-12-04,660,0,170969000.0,60,,,50000.0
20030NCG4,2025-09-04,2025-12-04,268,0,123993000.0,53,,,170000.0
20030NCJ8,2025-09-04,2025-12-04,1035,0,425026000.0,63,,,51000.0
20030NCK5,2025-09-04,2025-12-04,285,0,186506000.0,55,,,100000.0
20030NCL3,2025-09-04,2025-12-04,1706,0,238603000.0,64,,,25000.0
20030NCM1,2025-09-04,2025-12-04,1032,0,247797000.0,64,,,36500.0
20030NCN9,2025-09-04,2025-12-04,302,0,120016000.0,52,,,143500.0
20030NCU3,2025-09-04,2025-12-04,5414,0,1110626000.0,64,,,15000.0
20030NCY5,2025-09-04,2025-12-04,679,0,310491000.0,63,,,60000.0
20030NCZ2,2025-09-04,2025-12-04,819,0,158818000.0,64,,,16000.0
20030NDA6,2025-09-04,2025-12-04,2246,0,555191000.0,64,,,15000.0
20030NDG3,2025-09-04,2025-12-04,1935,0,662331000.0,63,,,25000.0
20030NDH1,2025-09-04,2025-12-04,1016,0,392228000.0,64,,,50000.0
20030NDL2,2025-09-04,2025-12-04,445,0,413796000.0,62,,,179000.0
20030NDM0,2025-09-04,2025-12-04,2280,0,689362000.0,64,,,20000.0
20030NDN8,2025-09-04,2025-12-04,2067,0,589551250.0,65,,,25000.0
20030NDP3,2025-09-04,2025-12-04,337,0,235577500.0,59,,,125000.0
20030NDQ1,2025-09-04,2025-12-04,362,0,237529000.0,55,,,50000.0
20030NDS7,2025-09-04,2025-12-04,1028,0,1948907000.0,63,,,300000.0
20030NDU2,2025-09-04,2025-12-04,938,0,1622452000.0,63,,,329500.0
20030NDW8,2025-09-04,2025-12-04,686,0,723575000.0,64,,,149000.0
20030NEB3,2025-09-04,2025-12-04,3505,0,410267000.0,64,,,15000.0
20030NEC1,2025-09-04,2025-12-04,1127,0,282509000.0,63,,,25000.0
20030NEE7,2025-09-04,2025-12-04,2330,0,457056000.0,64,,,22000.0
20030NEF4,2025-09-04,2025-12-04,2021,0,1065070500.0,66,,,31000.0
20030NEG2,2025-09-04,2025-12-04,1923,0,1034184000.0,63,,,22000.0
20030NEJ6,2025-09-04,2025-12-04,3758,0,649003000.0,63,,,11000.0
20030NEK3,2025-09-04,2025-12-04,2235,0,1215560000.0,65,,,25000.0
20030NEP2,2025-09-04,2025-12-04,4816,0,1258116000.0,65,,,15000.0
20030NEQ0,2025-09-04,2025-12-04,3730,0,2110204000.0,63,,,19000.0
20268JAB9,2025-09-04,2025-12-04,970,0,89743000.0,63,,,6000.0
20268JAC7,2025-09-04,2025-12-04,220,0,171495000.0,47,,,100000.0
20268JAR4,2025-09-04,2025-12-04,703,0,184899000.0,62,,,25000.0
202795JM3,2025-09-04,2025-12-04,173,0,111440000.0,43,,,200000.0
205887CD2,2025-09-04,2025-12-04,2663,0,267165000.0,63,,,20000.0
205887CE0,2025-09-04,2025-12-04,771,0,423891000.0,62,,,45000.0
207597EL5,2025-09-04,2025-12-04,158,0,84738000.0,43,,,143000.0
20825CAQ7,2025-09-04,2025-12-04,1649,0,136891000.0,63,,,8000.0
20826FAC0,2025-09-04,2025-12-04,229,0,50788000.0,44,,,75000.0
20826FAV8,2025-09-04,2025-12-04,361,0,184545000.0,62,,,106000.0
20826FBC9,2025-09-04,2025-12-04,200,0,63338000.0,49,,,100000.0
20826FBD7,2025-09-04,2025-12-04,696,0,221876000.0,63,,,125000.0
20826FBE5,2025-09-04,2025-12-04,660,0,217771000.0,62,,,50000.0
20826FBF2,2025-09-04,2025-12-04,2137,0,239996000.0,63,,,20000.0
20826FBG0,2025-09-04,2025-12-04,991,0,457179000.0,63,,,39000.0
20826FBJ4,2025-09-04,2025-12-04,2996,0,369457000.0,64,,,20000.0
20826FBL9,2025-09-04,2025-12-04,2588,0,849553000.0,64,,,25000.0
20826FBM7,2025-09-04,2025-12-04,1140,0,924870000.0,63,,,85000.0
209111FD0,2025-09-04,2025-12-04,265,0,38921000.0,53,,,57000.0
209111FF5,2025-09-04,2025-12-04,214,0,50579000.0,46,,,45000.0
209111FY4,2025-09-04,2025-12-04,232,0,93980000.0,55,,,120000.0
209111GA5,2025-09-04,2025-12-04,653,0,87702000.0,63,,,23000.0
209111GB3,2025-09-04,2025-12-04,123,0,34956000.0,34,,,168000.0
209111GG2,2025-09-04,2025-12-04,337,0,186158000.0,58,,,100000.0
209111GK3,2025-09-04,2025-12-04,495,0,335797000.0,61,,,200000.0
209111GP2,2025-09-04,2025-12-04,675,0,2228270000.0,13,,,1000000.0
21036PBE7,2025-09-04,2025-12-04,1091,0,179854000.0,63,,,21000.0
21036PBH0,2025-09-04,2025-12-04,1293,0,434876000.0,63,,,31000.0
21036PBP2,2025-09-04,2025-12-04,3707,0,866403000.0,64,,,7000.0
210385AE0,2025-09-04,2025-12-04,683,0,320628000.0,63,,,100000.0
210385AF7,2025-09-04,2025-12-04,739,0,833506000.0,62,,,300000.0
21684AAB2,2025-09-04,2025-12-04,79,0,165384000.0,22,,,500000.0
21684AAD8,2025-09-04,2025-12-04,324,0,311999000.0,52,,,300000.0
21685WCJ4,2025-09-04,2025-12-04,659,0,218091000.0,59,,,40000.0
21688ABH4,2025-09-04,2025-12-04,211,0,111630000.0,47,,,250000.0
21871XAH2,2025-09-04,2025-12-04,1236,0,367239000.0,63,,,25000.0
21871XAM1,2025-09-04,2025-12-04,397,0,424903000.0,57,,,200000.0
21871XAS8,2025-09-04,2025-12-04,713,0,382558000.0,64,,,90000.0
219350BF1,2025-09-04,2025-12-04,196,0,116724000.0,41,,,200000.0
219350BQ7,2025-09-04,2025-12-04,459,0,126307000.0,59,,,45000.0
22160KAP0,2025-09-04,2025-12-04,1884,0,240347000.0,63,,,27000.0
22160KAQ8,2025-09-04,2025-12-04,4681,0,463378000.0,63,,,9000.0
22822VAR2,2025-09-04,2025-12-04,691,0,248188000.0,63,,,100000.0
22822VAT8,2025-09-04,2025-12-04,663,0,230028000.0,63,,,30000.0
22822VAU5,2025-09-04,2025-12-04,289,0,308200000.0,56,,,245000.0
22822VAW1,2025-09-04,2025-12-04,456,0,266669000.0,61,,,100000.0
22822VAX9,2025-09-04,2025-12-04,311,0,230905000.0,58,,,200000.0
22822VAY7,2025-09-04,2025-12-04,879,0,153457000.0,63,,,22000.0
22822VBC4,2025-09-04,2025-12-04,634,0,279402000.0,61,,,23000.0
22822VBE0,2025-09-04,2025-12-04,591,0,371973000.0,63,,,67000.0
231021AT3,2025-09-04,2025-12-04,590,0,185488000.0,63,,,30000.0
231021AW6,2025-09-04,2025-12-04,1309,0,279962000.0,63,,,25000.0
231021AX4,2025-09-04,2025-12-04,506,0,272254000.0,58,,,74000.0
231021BA3,2025-09-04,2025-12-04,3138,0,625902000.0,63,,,25000.0
23291KAH8,2025-09-04,2025-12-04,461,0,155238000.0,61,,,75000.0
23291KAJ4,2025-09-04,2025-12-04,319,0,139253000.0,57,,,115000.0
23291KAK1,2025-09-04,2025-12-04,191,0,71715000.0,48,,,82000.0
233331BL0,2025-09-04,2025-12-04,2711,0,561299000.0,63,,,5000.0
233331BN6,2025-09-04,2025-12-04,1936,0,588364000.0,63,,,20000.0
233835AQ0,2025-09-04,2025-12-04,2303,0,126651000.0,64,,,10000.0
235851AV4,2025-09-04,2025-12-04,228,0,75150000.0,52,,,87000.0
235851AW2,2025-09-04,2025-12-04,325,0,170724000.0,58,,,160000.0
244199BF1,2025-09-04,2025-12-04,430,0,103849000.0,60,,,55000.0
244199BK0,2025-09-04,2025-12-04,200,0,76445000.0,44,,,124000.0
244199BL8,2025-09-04,2025-12-04,1531,0,938826000.0,63,,,50000.0
244199BM6,2025-09-04,2025-12-04,582,0,342491000.0,62,,,197500.0
24422EWZ8,2025-09-04,2025-12-04,1275,0,235564000.0,64,,,30000.0
24422EXE4,2025-09-04,2025-12-04,2018,0,289022000.0,64,,,16000.0
24422EXN4,2025-09-04,2025-12-04,1403,0,231312000.0,64,,,25000.0
24422EXP9,2025-09-04,2025-12-04,2366,0,304163000.0,63,,,20000.0
24422EXU8,2025-09-04,2025-12-04,928,0,139689000.0,62,,,25000.0
24422EXX2,2025-09-04,2025-12-04,2867,0,514377000.0,64,,,35000.0
24422EYE3,2025-09-04,2025-12-04,1967,0,619341000.0,63,,,30000.0
24703DBF7,2025-09-04,2025-12-04,517,0,293988000.0,62,,,200000.0
24703DBL4,2025-09-04,2025-12-04,1406,0,289239000.0,63,,,25000.0
24703DBN0,2025-09-04,2025-12-04,1498,0,365083000.0,64,,,26000.0
24703DBQ3,2025-09-04,2025-12-04,2039,0,664232000.0,65,,,50000.0
24703DBS9,2025-09-04,2025-12-04,2202,4,2700292000.0,52,,,70000.0
24703DBT7,2025-09-04,2025-12-04,2253,1,3077827000.0,53,,,130000.0
24703DBU4,2025-09-04,2025-12-04,2958,2,3680444000.0,52,,,100000.0
24703TAG1,2025-09-04,2025-12-04,2014,0,358817000.0,63,,,35000.0
24703TAH9,2025-09-04,2025-12-04,1711,0,189616000.0,63,,,8000.0
24703TAJ5,2025-09-04,2025-12-04,906,0,365795000.0,63,,,50000.0
24703TAM8,2025-09-04,2025-12-04,1612,0,284319000.0,65,,,25000.0
24703TAN6,2025-09-04,2025-12-04,3120,0,490975000.0,64,,,10000.0
24703TAP1,2025-09-04,2025-12-04,15480,0,1125817000.0,64,,,2000.0
247361A32,2025-09-04,2025-12-04,2996,0,649328000.0,63,,,25000.0
251526CD9,2025-09-04,2025-12-04,597,0,1891058000.0,62,,,500000.0
251526CK3,2025-09-04,2025-12-04,372,0,430188000.0,58,,,500000.0
251526CX5,2025-09-04,2025-12-04,427,0,818507000.0,61,,,540000.0
251526CY3,2025-09-04,2025-12-04,515,0,1312247000.0,61,,,500000.0
251526DA4,2025-09-04,2025-12-04,474,0,712329000.0,61,,,290000.0
251526DD8,2025-09-04,2025-12-04,314,0,1538989000.0,2,,,2000000.0
25156PAC7,2025-09-04,2025-12-04,1055,0,722382000.0,64,,,75000.0
25179MAL7,2025-09-04,2025-12-04,1677,0,348971000.0,63,,,23000.0
25179MAN3,2025-09-04,2025-12-04,630,0,64146000.0,58,,,22000.0
25179MAU7,2025-09-04,2025-12-04,1384,0,503338000.0,62,,,25000.0
25179MBG7,2025-09-04,2025-12-04,5697,0,1319497000.0,64,,,25000.0
25179MBH5,2025-09-04,2025-12-04,1644,0,1204929000.0,64,,,75000.0
25243YBB4,2025-09-04,2025-12-04,216,0,121308000.0,51,,,219500.0
25243YBD0,2025-09-04,2025-12-04,330,0,167382000.0,57,,,200000.0
25243YBE8,2025-09-04,2025-12-04,263,0,153409000.0,57,,,250000.0
25243YBH1,2025-09-04,2025-12-04,180,0,168280000.0,46,,,269000.0
25243YBN8,2025-09-04,2025-12-04,233,0,161941000.0,48,,,273000.0
25245BAC1,2025-09-04,2025-12-04,264,0,253555000.0,55,,,278000.0
25245BAE7,2025-09-04,2025-12-04,353,0,330251000.0,57,,,350000.0
25278XAN9,2025-09-04,2025-12-04,1386,0,201246000.0,63,,,21500.0
25278XAV1,2025-09-04,2025-12-04,1370,0,602704000.0,64,,,15000.0
25278XAY5,2025-09-04,2025-12-04,956,0,734357000.0,63,,,100000.0
25278XAZ2,2025-09-04,2025-12-04,1161,0,703821000.0,63,,,65000.0
25278XBA6,2025-09-04,2025-12-04,914,0,1353004000.0,63,,,251500.0
25278XBB4,2025-09-04,2025-12-04,1003,0,863408000.0,63,,,128000.0
25278XBC2,2025-09-04,2025-12-04,3030,0,2261628000.0,63,,,15000.0
25389JAU0,2025-09-04,2025-12-04,932,0,88660000.0,63,,,15000.0
254687DZ6,2025-09-04,2025-12-04,758,0,278086000.0,65,,,32000.0
254687EB8,2025-09-04,2025-12-04,1493,0,228419000.0,64,,,14000.0
254687EH5,2025-09-04,2025-12-04,459,0,174947000.0,60,,,60000.0
254687FL5,2025-09-04,2025-12-04,3096,0,336577000.0,63,,,20000.0
254687FM3,2025-09-04,2025-12-04,756,0,418326700.0,63,,,100000.0
254687FQ4,2025-09-04,2025-12-04,2652,0,323360000.0,65,,,18000.0
254687FR2,2025-09-04,2025-12-04,683,0,77937000.0,63,,,30000.0
254687FS0,2025-09-04,2025-12-04,453,0,125560000.0,67,,,57000.0
254687FX9,2025-09-04,2025-12-04,2904,0,496970500.0,65,,,22000.0
254687FY7,2025-09-04,2025-12-04,904,0,436109800.0,64,,,150500.0
254687FZ4,2025-09-04,2025-12-04,664,0,604048900.0,64,,,200000.0
254687GA8,2025-09-04,2025-12-04,357,0,141622400.0,59,,,150000.0
25468PDB9,2025-09-04,2025-12-04,381,0,117983000.0,62,,,70000.0
254709AS7,2025-09-04,2025-12-04,2331,0,251513000.0,63,,,16000.0
256677AG0,2025-09-04,2025-12-04,1752,0,400901000.0,63,,,13000.0
256677AP0,2025-09-04,2025-12-04,1044,0,434033000.0,64,,,25000.0
256746AJ7,2025-09-04,2025-12-04,476,0,192029000.0,58,,,40000.0
25746UDG1,2025-09-04,2025-12-04,1484,0,332616000.0,63,,,10000.0
25746UDL0,2025-09-04,2025-12-04,614,0,195466000.0,63,,,44000.0
25746UDR7,2025-09-04,2025-12-04,1461,0,290270000.0,63,,,20000.0
25746UDW6,2025-09-04,2025-12-04,610,0,163072000.0,63,,,60000.0
260543CG6,2025-09-04,2025-12-04,794,0,317975176.0,63,,,40000.0
260543CR2,2025-09-04,2025-12-04,1552,0,381116000.0,63,,,25000.0
260543DC4,2025-09-04,2025-12-04,2187,0,527188000.0,65,,,25000.0
260543DD2,2025-09-04,2025-12-04,587,0,597454000.0,61,,,175000.0
260543DH3,2025-09-04,2025-12-04,1478,0,866087400.0,63,,,35000.0
260543DN0,2025-09-04,2025-12-04,5938,0,1574320000.0,63,,,25000.0
26078JAE0,2025-09-04,2025-12-04,304,0,185723000.0,47,,,88500.0
26078JAF7,2025-09-04,2025-12-04,293,0,275522000.0,45,,,220000.0
26441CAT2,2025-09-04,2025-12-04,468,0,177382000.0,62,,,150000.0
26441CBH7,2025-09-04,2025-12-04,1360,0,316675000.0,63,,,32000.0
26441CBL8,2025-09-04,2025-12-04,3074,0,218462000.0,63,,,6000.0
26441CBM6,2025-09-04,2025-12-04,343,0,157363000.0,58,,,55000.0
26441CBN4,2025-09-04,2025-12-04,249,0,158462000.0,53,,,100000.0
26441CBT1,2025-09-04,2025-12-04,5051,0,558262000.0,64,,,18000.0
26441CBU8,2025-09-04,2025-12-04,1026,0,181671000.0,63,,,27000.0
26441CCA1,2025-09-04,2025-12-04,1112,0,145677000.0,63,,,10000.0
26441CCE3,2025-09-04,2025-12-04,1034,0,240999000.0,64,,,24000.0
26441CCF0,2025-09-04,2025-12-04,675,0,244583000.0,60,,,30000.0
26441CCJ2,2025-09-04,2025-12-04,2486,0,3177935000.0,61,,,64000.0
26441CCK9,2025-09-04,2025-12-04,1163,0,2509344000.0,61,,,600000.0
26442CAH7,2025-09-04,2025-12-04,603,0,149655000.0,61,,,30000.0
26442CAZ7,2025-09-04,2025-12-04,160,0,63974000.0,48,,,129000.0
26442CBJ2,2025-09-04,2025-12-04,1665,0,226706000.0,63,,,15000.0
26442CBK9,2025-09-04,2025-12-04,427,0,124659000.0,58,,,45000.0
26442CBL7,2025-09-04,2025-12-04,781,0,312288000.0,61,,,50000.0
26442UAU8,2025-09-04,2025-12-04,1116,0,364804000.0,63,,,25000.0
26442UAV6,2025-09-04,2025-12-04,406,0,536700000.0,58,,,248500.0
26875PAT8,2025-09-04,2025-12-04,293,0,154186000.0,53,,,180000.0
26875PAU5,2025-09-04,2025-12-04,981,0,165313000.0,63,,,25000.0
26875PAW1,2025-09-04,2025-12-04,483,0,685798000.0,63,,,110000.0
26875PAY7,2025-09-04,2025-12-04,1783,0,1198110000.0,63,,,50000.0
26875PAZ4,2025-09-04,2025-12-04,1166,0,895127000.0,63,,,80000.0
26875PBA8,2025-09-04,2025-12-04,625,0,1259496000.0,61,,,500000.0
26875PBB6,2025-09-04,2025-12-04,951,0,1268719000.0,11,,,20000.0
26884ABB8,2025-09-04,2025-12-04,159,0,42776000.0,45,,,51000.0
26884LAR0,2025-09-04,2025-12-04,822,0,469328000.0,63,,,57000.0
26884LBD0,2025-09-04,2025-12-04,579,0,328548000.0,56,,,85000.0
27636AAA0,2025-09-04,2025-12-04,763,0,376070000.0,62,,,42000.0
277432AP5,2025-09-04,2025-12-04,1079,0,162272000.0,62,,,20000.0
277432AY6,2025-09-04,2025-12-04,1934,0,518876000.0,63,,,21000.0
277432AZ3,2025-09-04,2025-12-04,1567,0,290735000.0,63,,,24000.0
278062AE4,2025-09-04,2025-12-04,286,0,114771000.0,52,,,100000.0
278062AH7,2025-09-04,2025-12-04,2589,0,446119000.0,63,,,16000.0
278642AF0,2025-09-04,2025-12-04,549,0,156918000.0,57,,,50000.0
278642AW3,2025-09-04,2025-12-04,830,0,144800500.0,64,,,25000.0
278642AY9,2025-09-04,2025-12-04,944,0,200006000.0,63,,,21500.0
278642AZ6,2025-09-04,2025-12-04,226,0,153962000.0,43,,,189000.0
278865BN9,2025-09-04,2025-12-04,302,0,132185000.0,52,,,159000.0
28368EAE6,2025-09-04,2025-12-04,1185,0,143309008.0,63,,,20000.0
28622HAB7,2025-09-04,2025-12-04,1268,0,237733000.0,63,,,20000.0
28622HAC5,2025-09-04,2025-12-04,389,0,252849000.0,59,,,109000.0
291011BR4,2025-09-04,2025-12-04,1276,0,509056000.0,63,,,137500.0
291011BS2,2025-09-04,2025-12-04,380,0,241137000.0,55,,,200000.0
29250NAM7,2025-09-04,2025-12-04,111,0,30840000.0,36,,,80000.0
29250NAZ8,2025-09-04,2025-12-04,1229,0,274812000.0,63,,,26000.0
29250NBE4,2025-09-04,2025-12-04,208,0,52997500.0,53,,,100000.0
29250NBF1,2025-09-04,2025-12-04,884,0,203251000.0,63,,,46000.0
29250NBR5,2025-09-04,2025-12-04,1876,0,389021000.0,65,,,20000.0
29250NBY0,2025-09-04,2025-12-04,703,0,276982000.0,61,,,18000.0
29250NBZ7,2025-09-04,2025-12-04,768,0,354656000.0,63,,,100000.0
29250NCC7,2025-09-04,2025-12-04,925,0,500626000.0,63,,,75000.0
29250NCD5,2025-09-04,2025-12-04,583,0,647287000.0,60,,,500000.0
29250NCK9,2025-09-04,2025-12-04,902,0,855111000.0,63,,,200000.0
29273RAR0,2025-09-04,2025-12-04,847,0,167437000.0,62,,,25000.0
29273RBF5,2025-09-04,2025-12-04,425,0,168738000.0,57,,,100000.0
29273RBJ7,2025-09-04,2025-12-04,1328,0,195583000.0,63,,,15000.0
29273RBL2,2025-09-04,2025-12-04,416,0,146979000.0,61,,,100000.0
29273VAQ3,2025-09-04,2025-12-04,2114,0,266543000.0,63,,,10000.0
29273VAT7,2025-09-04,2025-12-04,33483,0,644505000.0,63,,,1000.0
29273VAU4,2025-09-04,2025-12-04,1755,0,395451000.0,63,,,20000.0
29273VAW0,2025-09-04,2025-12-04,1225,0,725219000.0,63,,,100000.0
29273VAY6,2025-09-04,2025-12-04,2165,0,305433000.0,63,,,20000.0
29273VBA7,2025-09-04,2025-12-04,807,0,311168000.0,62,,,40000.0
29273VBB5,2025-09-04,2025-12-04,1100,0,849277000.0,63,,,50000.0
29273VBE9,2025-09-04,2025-12-04,1409,0,1187152000.0,63,,,114000.0
29273VBF6,2025-09-04,2025-12-04,1215,0,1267712000.0,63,,,161000.0
29278NAE3,2025-09-04,2025-12-04,1505,0,243594000.0,63,,,10000.0
29278NAQ6,2025-09-04,2025-12-04,1114,0,532742000.0,63,,,68500.0
29278NAR4,2025-09-04,2025-12-04,756,1,1047279000.0,64,,,200000.0
29279FAA7,2025-09-04,2025-12-04,1002,0,365576000.0,63,,,42500.0
29364WBB3,2025-09-04,2025-12-04,117,0,61179000.0,37,,,75000.0
29364WBQ0,2025-09-04,2025-12-04,379,0,370207000.0,54,,,220000.0
29379VAT0,2025-09-04,2025-12-04,209,0,33792000.0,44,,,70000.0
29379VAW3,2025-09-04,2025-12-04,271,0,117839000.0,60,,,75000.0
29379VAY9,2025-09-04,2025-12-04,425,0,76397000.0,62,,,22000.0
29379VBA0,2025-09-04,2025-12-04,420,0,109422000.0,59,,,60000.0
29379VBC6,2025-09-04,2025-12-04,642,0,227100000.0,61,,,25000.0
29379VBJ1,2025-09-04,2025-12-04,242,0,100659000.0,56,,,100000.0
29379VBQ5,2025-09-04,2025-12-04,317,0,213310000.0,58,,,100000.0
29379VBU6,2025-09-04,2025-12-04,1075,0,156467000.0,63,,,6000.0
29379VBW2,2025-09-04,2025-12-04,265,0,151336000.0,51,,,195000.0
29379VBX0,2025-09-04,2025-12-04,2747,0,298418000.0,63,,,8000.0
29379VBY8,2025-09-04,2025-12-04,250,0,67880000.0,54,,,118000.0
29379VBZ5,2025-09-04,2025-12-04,251,0,68893000.0,48,,,90000.0
29379VCA9,2025-09-04,2025-12-04,296,0,252029000.0,56,,,178500.0
29379VCB7,2025-09-04,2025-12-04,1160,0,192503000.0,63,,,6000.0
29379VCD3,2025-09-04,2025-12-04,1454,0,288925000.0,63,,,9000.0
29379VCF8,2025-09-04,2025-12-04,1501,0,308341000.0,63,,,8000.0
29379VCG6,2025-09-04,2025-12-04,2281,0,287489000.0,63,,,12000.0
29379VCH4,2025-09-04,2025-12-04,652,0,812323000.0,62,,,250000.0
29379VCK7,2025-09-04,2025-12-04,1765,0,1870661000.0,64,,,100000.0
29379VCL5,2025-09-04,2025-12-04,1160,0,1926705000.0,63,,,325000.0
29390XAA2,2025-09-04,2025-12-04,481,0,291997000.0,62,,,100000.0
29390XAG9,2025-09-04,2025-12-04,413,5,1708654000.0,20,,,650000.0
294429AT2,2025-09-04,2025-12-04,905,0,175510500.0,63,,,21000.0
29444UBE5,2025-09-04,2025-12-04,2101,0,253789000.0,66,,,11000.0
29444UBH8,2025-09-04,2025-12-04,1025,0,399545000.0,63,,,37000.0
29444UBS4,2025-09-04,2025-12-04,658,0,168390000.0,63,,,25000.0
29444UBU9,2025-09-04,2025-12-04,1429,0,301162000.0,63,,,26000.0
29446MAC6,2025-09-04,2025-12-04,165,0,84376000.0,43,,,113000.0
29446MAF9,2025-09-04,2025-12-04,650,0,132308000.0,63,,,10000.0
29446MAH5,2025-09-04,2025-12-04,173,0,87217000.0,43,,,155000.0
29446MAK8,2025-09-04,2025-12-04,979,0,108614000.0,65,,,6000.0
29446MAN2,2025-09-04,2025-12-04,610,0,354844000.0,63,,,100000.0
29446MAP7,2025-09-04,2025-12-04,512,0,1511324000.0,20,,,547500.0
299808AH8,2025-09-04,2025-12-04,133,0,46295000.0,38,,,100000.0
299808AJ4,2025-09-04,2025-12-04,418,0,77699000.0,63,,,6000.0
30040WAU2,2025-09-04,2025-12-04,833,0,250825000.0,63,,,50000.0
