bond_id,Name,Sector,Rating_Bucket,Maturity_Bucket,Weight_Renorm,Sampled_Weight
0,ANHEUSER-BUSCH COMPANIES LLC,Consumer Non-Cyclical,A-or-better,15-20yr,0.0018495204827492268,0.017314784248997878
1,CVS HEALTH CORP,Consumer Non-Cyclical,BBB,20yr+,0.0015916071786944268,0.014900259372789437
2,T-MOBILE USA INC,Communications,BBB,3-5yr,0.0015566478363088737,0.014572978071209622
3,GOLDMAN SACHS GROUP INC/THE,Banking,BBB,10-15yr,0.001488542604456903,0.01393539259608583
4,META PLATFORMS INC,Communications,A-or-better,7-10yr,0.0014821955192399294,0.013875972647960387
5,AMAZON.COM INC,Consumer Cyclical,A-or-better,7-10yr,0.001460534831594702,0.013673190285310069
6,META PLATFORMS INC,Communications,A-or-better,20yr+,0.0014158029929226975,0.013254421127092665
7,META PLATFORMS INC,Communications,A-or-better,20yr+,0.0014136872978503731,0.01323461447771752
8,PFIZER INVESTMENT ENTERPRISES PTE,Consumer Non-Cyclical,A-or-better,20yr+,0.001409455907705724,0.013195001178967224
9,SPACE EXPLORATION TECHNOLOGIES COR 144A,Communications,BBB,7-10yr,0.0013681494801031976,0.012808299929261968
10,PFIZER INVESTMENT ENTERPRISES PTE,Consumer Non-Cyclical,A-or-better,5-7yr,0.0013293617371105812,0.012445178024050933
11,BOEING CO,Capital Goods,BBB,20yr+,0.001316264577139048,0.01232256543268097
12,SPACE EXPLORATION TECHNOLOGIES COR 144A,Communications,BBB,5-7yr,0.001308507028540525,0.012249941051638765
13,META PLATFORMS INC,Communications,A-or-better,7-10yr,0.001293898657803046,0.01211318085357227
14,ANHEUSER-BUSCH COMPANIES LLC,Consumer Non-Cyclical,A-or-better,7-10yr,0.0012904732467335684,0.012081112945060129
15,SPACE EXPLORATION TECHNOLOGIES COR 144A,Communications,BBB,3-5yr,0.0012658908849408452,0.01185097854279651
16,BANK OF AMERICA CORP MTN,Banking,A-or-better,7-10yr,0.0012515847563565553,0.011717047866069323
17,AT&T INC,Communications,BBB,20yr+,0.001245539913292771,0.011660457439283189
18,WELLS FARGO & COMPANY MTN,Banking,A-or-better,20yr+,0.0012223680148815976,0.011443527469936337
