bond_id,Name,Sector,Rating_Bucket,Maturity_Bucket,Weight_Renorm,Sampled_Weight
282,CISCO SYSTEMS INC,Technology,A-or-better,10-15yr,0.0005949133048607792,0.02636417465486294
3,GOLDMAN SACHS GROUP INC/THE,Banking,BBB,10-15yr,0.001488542604456903,0.02458356166826332
345,ENBRIDGE INC,Energy,BBB,5-7yr,0.0005409127068243054,0.024385170955602654
159,APPLE INC,Technology,A-or-better,15-20yr,0.0007384783276256581,0.023984797466173123
276,GE HEALTHCARE TECHNOLOGIES INC,Consumer Non-Cyclical,BBB,5-7yr,0.0005977342316238785,0.023683198053007903
510,ELI LILLY AND COMPANY,Consumer Non-Cyclical,A-or-better,3-5yr,0.0004403668171966919,0.023252358057075203
650,HCA INC,Consumer Non-Cyclical,BBB,3-5yr,0.00038868340900133553,0.022910306733444706
10,PFIZER INVESTMENT ENTERPRISES PTE,Consumer Non-Cyclical,A-or-better,5-7yr,0.0013293617371105812,0.022691055575086196
124,CITIBANK NA (FXD-FRN),Banking,A-or-better,5-7yr,0.000793486399506096,0.022126986476867946
983,BARCLAYS PLC,Banking,Unknown/Ambiguous,15-20yr,0.0003288394626698702,0.021925021474271
219,NOVARTIS CAPITAL CORP,Consumer Non-Cyclical,A-or-better,7-10yr,0.0006639252631723175,0.021350012856905024
14,ANHEUSER-BUSCH COMPANIES LLC,Consumer Non-Cyclical,A-or-better,7-10yr,0.0012904732467335684,0.019364664700208298
171,HOME DEPOT INC,Consumer Cyclical,A-or-better,10-15yr,0.0007274968627264499,0.018564239588491314
108,BANK OF AMERICA CORP (FXD-FRN) MTN,Banking,A-or-better,5-7yr,0.0008417443966319746,0.018454436879614875
803,RIO TINTO FINANCE (USA) PLC,Basic Industry,A-or-better,3-5yr,0.00035735097245405314,0.01822900696994839
26,ANHEUSER-BUSCH INBEV WORLDWIDE INC,Consumer Non-Cyclical,A-or-better,20yr+,0.0011429790759772294,0.017988302802038763
483,WALT DISNEY CO,Communications,A-or-better,10-15yr,0.0004492325870235757,0.017770033513697686
329,INTEL CORPORATION,Technology,BBB,7-10yr,0.0005549165932554059,0.01755039725182648
678,UNITEDHEALTH GROUP INC,Insurance,A-or-better,15-20yr,0.00038163109209358705,0.01749476516776601
1050,CATERPILLAR INC,Capital Goods,A-or-better,15-20yr,0.0003186639768458331,0.017214497141019306
242,T-MOBILE USA INC,Communications,BBB,5-7yr,0.0006358167429257202,0.01718858842845472
465,ONEOK INC,Energy,BBB,20yr+,0.0004563856513157205,0.016335407448393454
702,PHILLIPS 66 CO,Energy,BBB,3-5yr,0.00037790343887092004,0.015501001163617975
20,AMAZON.COM INC,Consumer Cyclical,A-or-better,20yr+,0.0012032260118462804,0.01539602932605762
92,GOLDMAN SACHS GROUP INC (FXD-FRN),Banking,A-or-better,5-7yr,0.000873580570101239,0.015004811188742426
149,COMCAST CORPORATION,Communications,A-or-better,20yr+,0.0007556053829730472,0.014523775481056512
18,WELLS FARGO & COMPANY MTN,Banking,A-or-better,20yr+,0.0012223680148815976,0.012617295770981378
22,NVIDIA CORPORATION,Technology,A-or-better,7-10yr,0.0011738077756025297,0.012466007025373954
17,AT&T INC,Communications,BBB,20yr+,0.001245539913292771,0.012163313668450653
648,ENERGY TRANSFER LP,Energy,BBB,20yr+,0.00038898565115452467,0.011737403358317182
162,CITIGROUP INC,Banking,A-or-better,3-5yr,0.0007333402110214414,0.011630524126724082
1112,HUNTINGTON BANCSHARES INC,Banking,BBB,3-5yr,0.0003085892384061925,0.01161802565869511
27,AT&T INC,Communications,BBB,20yr+,0.0011424753390552474,0.011563442040514906
31,NVIDIA CORPORATION,Technology,A-or-better,3-5yr,0.0011302849055432821,0.011471426779521085
156,MORGAN STANLEY PRIVATE BANK NA,Banking,A-or-better,3-5yr,0.0007460343814553887,0.011284118027408292
32,SALESFORCE INC,Technology,A-or-better,7-10yr,0.0011271617366269936,0.011209282763487918
6,META PLATFORMS INC,Communications,A-or-better,20yr+,0.0014158029929226975,0.011193561433461547
717,HONEYWELL AEROSPACE INC 144A,Capital Goods,A-or-better,20yr+,0.00037498176472342427,0.01117782775947547
393,KROGER CO,Consumer Non-Cyclical,BBB,7-10yr,0.0005040391641352207,0.010813442995143276
891,DUKE ENERGY CAROLINAS LLC,Electric,A-or-better,20yr+,0.0003416343804882138,0.01058255444086941
761,PACIFICORP,Electric,BBB,20yr+,0.0003658137527433513,0.010510637612870284
267,SYNOPSYS INC,Technology,BBB,7-10yr,0.0006044843063784378,0.010424367212054999
1083,CONSOLIDATED EDISON COMPANY OF NEW,Electric,A-or-better,20yr+,0.000312921375935238,0.010214886783465047
959,ELEVANCE HEALTH INC,Insurance,BBB,20yr+,0.0003310559051265911,0.010054457825065382
209,MORGAN STANLEY,Banking,A-or-better,3-5yr,0.000684376982204788,0.01000494025308142
