bond_id,Name,Sector,Rating_Bucket,Maturity_Bucket,Weight_Renorm,Sampled_Weight
0,ANHEUSER-BUSCH COMPANIES LLC,Consumer Non-Cyclical,A-or-better,15-20yr,0.0018495204827492268,0.04000000000000001
2,T-MOBILE USA INC,Communications,BBB,3-5yr,0.0015566478363088737,0.04000000000000001
17,AT&T INC,Communications,BBB,20yr+,0.001245539913292771,0.04000000000000001
25,ABBVIE INC,Consumer Non-Cyclical,A-or-better,3-5yr,0.0011526508248792845,0.04000000000000001
34,BANK OF AMERICA CORP,Banking,A-or-better,5-7yr,0.001099254711149189,0.04000000000000001
35,MORGAN STANLEY MTN,Banking,A-or-better,10-15yr,0.0010923031416258371,0.04000000000000001
37,AMGEN INC,Consumer Non-Cyclical,BBB,5-7yr,0.001069735727521042,0.04000000000000001
39,JPMORGAN CHASE & CO,Banking,A-or-better,5-7yr,0.0010548251146303739,0.04000000000000001
44,GOLDMAN SACHS GROUP INC/THE MTN,Banking,A-or-better,5-7yr,0.001033567416522732,0.04000000000000001
49,CITIGROUP INC,Banking,A-or-better,3-5yr,0.0010093880442675948,0.04000000000000001
59,SALESFORCE INC,Technology,A-or-better,5-7yr,0.0009708017960437711,0.04000000000000001
60,ALPHABET INC,Technology,A-or-better,20yr+,0.000958107625609824,0.04000000000000001
77,ORACLE CORPORATION,Technology,BBB,3-5yr,0.0009124690604782518,0.04000000000000001
84,WELLS FARGO & COMPANY MTN,Banking,A-or-better,3-5yr,0.0008958457420528448,0.04000000000000001
165,CVS HEALTH CORP,Consumer Non-Cyclical,BBB,15-20yr,0.0007321312424086845,0.04000000000000001
189,VERIZON COMMUNICATIONS INC,Communications,BBB,10-15yr,0.0007096645756882859,0.04000000000000001
208,UNITEDHEALTH GROUP INC,Insurance,A-or-better,20yr+,0.0006844777295891844,0.04000000000000001
210,BAKER HUGHES HOLDINGS LLC,Energy,A-or-better,7-10yr,0.0006837724978984095,0.04000000000000001
393,KROGER CO,Consumer Non-Cyclical,BBB,7-10yr,0.0005040391641352207,0.04000000000000001
412,AON NORTH AMERICA INC,Insurance,BBB,20yr+,0.0004914457410856699,0.04000000000000001
436,WILLIAMS COMPANIES INC,Energy,BBB,3-5yr,0.00047724035988577665,0.04000000000000001
580,STARBUCKS CORPORATION,Consumer Cyclical,BBB,3-5yr,0.0004077246646522563,0.04000000000000001
636,LOWES COMPANIES INC,Consumer Cyclical,BBB,20yr+,0.00039271330437719174,0.04000000000000001
891,DUKE ENERGY CAROLINAS LLC,Electric,A-or-better,20yr+,0.0003416343804882138,0.04000000000000001
1174,SOUTHERN COMPANY (THE),Electric,BBB,7-10yr,0.00030022720550129076,0.04000000000000001
