target_n,lambda_liq,n_holdings,weighted_avg_liquidity_score,sector_L1_deviation_pct,maturity_L1_deviation_pct,duration,duration_abs_diff,ytm,ytm_abs_diff_pct,top10_issuer_weight_pct,max_issuer_weight_pct,issuer_hhi,coupon,years_to_maturity,rating_L1_deviation_pct,sector_weights.Banking,sector_weights.Basic Industry,sector_weights.Brokerage/Asset Managers/Exchanges,sector_weights.Capital Goods,sector_weights.Communications,sector_weights.Consumer Cyclical,sector_weights.Consumer Non-Cyclical,sector_weights.Electric,sector_weights.Energy,sector_weights.Finance Companies,sector_weights.Financial Other,sector_weights.Industrial Other,sector_weights.Insurance,sector_weights.Natural Gas,sector_weights.Owned No Guarantee,sector_weights.Reits,sector_weights.Technology,sector_weights.Transportation,sector_weights.Utility Other,maturity_weights.0-1yr,maturity_weights.1-2yr,maturity_weights.2-3yr,maturity_weights.3-5yr,maturity_weights.5-7yr,maturity_weights.7-10yr,maturity_weights.10-15yr,maturity_weights.15-20yr,maturity_weights.20yr+,rating_weights.A-or-better,rating_weights.BBB,rating_weights.Unknown/Ambiguous
50,0.0,50,0.669531482334582,14.590752034895699,5.540139772891189,7.867315803884403,0.009987763549985651,5.56336932912369,0.042066725705455,30.00000000000001,3.0000000000000018,267.1221797694509,4.872147104754703,13.034979836216671,0.1857215401517967,0.24176429677149236,0.0,0.0,0.055875331829312785,0.11923784257441006,0.08315416455432191,0.17865569317687444,0.053443368144740315,0.09327475926794274,0.0,0.0,0.0,0.029999999999999992,0.0,0.0,0.0,0.12,0.02459454368090555,0.0,0.0,0.0,0.0,0.20867771449645622,0.1751502507518078,0.216001298717973,0.060000000000000005,0.08480869438636279,0.2553620416474003,0.5951906970102424,0.37721031592505005,0.027598987064707578
50,0.0025,50,0.7397039120690764,15.860368609937353,11.278919551508688,8.224185832361595,0.3668577920271776,5.671128241322597,0.0656921864934521,30.000040471955558,3.0000056011423837,295.3929566670825,4.805473132957226,13.90737711339268,0.3762860828241059,0.24000024831415273,0.0,0.0,0.030000046374820222,0.12000009324842159,0.09000009178500822,0.1800000800595073,0.054204275197327324,0.09000006362954566,0.0,0.0,0.0,0.05134599047187755,0.0,0.0,0.0,0.1200000641881735,0.024449046731166154,0.0,0.0,0.0,0.0,0.1980002742886184,0.13400020905373253,0.1940002605022471,0.0900000442019229,0.08600004190189914,0.29799917005158005,0.5944495086099569,0.3755504659908856,0.03000002539915763
50,0.005,50,0.7378959660264309,12.487216768849787,0.16172365730410776,7.853362309707635,0.003965730626782182,5.606876670615111,0.001440615785965882,30.00000000001525,3.0000000000052407,264.53254076820235,4.777718787231879,12.801759050543406,0.005041417035965903,0.239458997022441,0.0,0.0,0.05370180671524771,0.11839766487815223,0.08233401713708306,0.17662377389373676,0.050057837758917804,0.08986105032685779,0.0,0.0,0.0,0.04787442830691749,0.0,0.0,0.0,0.12000000000014235,0.02169042396050382,0.0,0.0,0.0,0.0,0.20197564927774558,0.16975967975899073,0.21057434702035285,0.08746151791950206,0.08066395375597196,0.24956485226743677,0.5956130066874273,0.3762565011391112,0.02813049217346141
50,0.0075,50,0.7436107072743852,14.590752015339875,8.004429404835681,7.692093886537041,0.1652341537973765,5.6055585944838615,0.00012253965471664685,30.00000002272604,3.000000003129,286.0502593438214,4.662205988722402,12.354485232676165,0.9566645313160551,0.2366180012629393,0.0,0.0,0.051078426130431974,0.11633096676433696,0.08719359754441967,0.1815935458766078,0.06000000001882172,0.08718546230053856,0.0,0.0,0.0,0.03000000002710063,0.0,0.0,0.0,0.12000000007067836,0.030000000004124915,0.0,0.0,0.0,0.0,0.21585590801933968,0.18485533357639206,0.1940000002482165,0.08600000005266761,0.09128875792943983,0.22800000017394426,0.5985016144302203,0.3714983855677108,0.03000000000206894
50,0.01,50,0.7394332559995809,12.48721676887559,2.074694110787954,7.792001644331138,0.06532639600327972,5.609485716114255,0.0040496612851104175,30.00000000000258,3.0000000000004228,263.10291815802924,4.720740751274042,12.565938483886626,0.02222815747655038,0.23838597861289473,0.0,0.0,0.05262704294761612,0.11740148556494555,0.08150837937619244,0.17560259841659584,0.04928365679064053,0.08891817390044915,0.0,0.0,0.0,0.046272684390650146,0.0,0.0,0.0,0.1200000000000134,0.030000000000002216,0.0,0.0,0.0,0.0,0.20333416911000246,0.17140171303568802,0.21240856969567998,0.08945562584146127,0.08339992231715077,0.24000000000001762,0.5956245489838243,0.37636799681852146,0.028007454197654325
50,0.015,50,0.7340911618235446,12.487216768868775,1.0247390711857218,7.827864208109487,0.029463832224930542,5.627927837564327,0.022491782735182042,30.00000000001675,3.000000000002639,268.36584540756763,4.717681702277836,12.713102126236379,0.7994534099412538,0.23804041161819953,0.0,0.0,0.052302047679587294,0.11706410536192094,0.08135577777920809,0.17475562306634518,0.048023421929821716,0.09430351506065986,0.0,0.0,0.0,0.046942107582638656,0.0,0.0,0.0,0.12000000000004737,0.027212989921571288,0.0,0.0,0.0,0.0,0.20266358208866914,0.17096252651317365,0.21200000000039487,0.08830471865211174,0.07591407524147091,0.25015509750417964,0.5916024297409657,0.3786062736918392,0.0297912965671951
50,0.02,50,0.7392465351342279,12.487216768878143,0.15010382291095298,7.815785202279522,0.04154283805489545,5.621983092294858,0.016547037465713288,30.000000000000078,3.0000000000000226,265.7331890887279,4.829813309262673,12.73812147029427,0.019681837251892334,0.23930447406868985,0.0,0.0,0.05359622042896487,0.1184045146780974,0.08237877349781067,0.17659326094534875,0.050009740308508445,0.08981312405392414,0.0,0.0,0.0,0.04803572777016764,0.0,0.0,0.0,0.12000000000000056,0.021864164248487677,0.0,0.0,0.0,0.0,0.20164271158762176,0.16955170561338664,0.21057394660238854,0.08724989918766271,0.081081844990285,0.2498998920186553,0.5956981059769314,0.3762449823968548,0.02805691162621379
50,0.025,50,0.7402871368866273,15.123504202157548,11.556076384249126,8.060084519525818,0.20275647919140027,5.6763915743933895,0.07095551956424462,30.000000004355176,3.0000000005643788,295.71858627906335,4.836490505413754,13.63702631788118,0.3780950888081024,0.24000000002692187,0.0,0.0,0.06000000000992549,0.1189063929469649,0.09000000000974195,0.17876722450592014,0.03000000000019802,0.0900000000067119,0.0,0.0,0.0,0.048617161191246254,0.0,0.0,0.0,0.12000000000693364,0.02370922129543584,0.0,0.0,0.0,0.0,0.20600000002098612,0.16400000002757195,0.186000000033258,0.060000000003647455,0.08600000000435667,0.29799999991017984,0.5937092213466315,0.37629077865061566,0.030000000002752956
50,0.03,50,0.7391468034353335,10.162308066158014,0.3382625034880165,7.806806405588572,0.050521634745845034,5.623121680277927,0.017685625448781828,30.000000000000014,3.0000000000000018,260.15923420160505,4.863543933244378,12.729170811215663,0.0683534772193805,0.23710925526195625,0.0,0.0,0.05112442918597439,0.115575971110441,0.08046917842306378,0.17424421781737207,0.048336100515528044,0.08791250321551058,0.0,0.0,0.0,0.04709657844961594,0.0,0.0,0.0,0.1365461864336367,0.02158557958690136,0.0,0.0,0.0,0.0,0.2021524317460831,0.16984184327686444,0.21070102909295463,0.08764234104980294,0.0809801967977777,0.2486821580365173,0.5954160192724113,0.376623475610388,0.02796050511720082
50,0.04,50,0.7410065493359804,10.162308066158005,0.8841193999747042,7.79556005968206,0.061767980652357224,5.630548011446724,0.025111956617578812,30.000000000000014,3.0000000000000018,266.5508057775317,4.7305043938798415,12.703839580676064,0.05277498688051781,0.23655103119851953,0.0,0.0,0.05078626356858662,0.11555608350298051,0.07946967317405389,0.1739483673120213,0.04734379291329878,0.08707551535887267,0.0,0.0,0.0,0.0499658821445758,0.0,0.0,0.0,0.13531639941758303,0.023986991409507916,0.0,0.0,0.0,0.0,0.2021627723791031,0.17020593991752633,0.2112836592516615,0.08842298138324875,0.08197177351437651,0.24595287355408382,0.5957126201108489,0.3764326598385167,0.02785472005063448
50,0.05,50,0.7447630264791568,16.430179241407277,7.630220829487374,7.823398697742709,0.033929342591708433,5.633814453554334,0.02837839872518888,30.000000000278636,3.0000000000317586,295.48185948954523,4.693247482222423,12.88508118130847,0.08281658664323031,0.23793394563766446,0.0,0.0,0.05251394195773583,0.12000000000055808,0.08069579115626828,0.1500000000005633,0.06000000000018502,0.0888563212458354,0.0,0.0,0.0,0.06000000000031551,0.0,0.0,0.0,0.12000000000083297,0.030000000000041164,0.0,0.0,0.0,0.0,0.20200000000139123,0.19999999999323867,0.1740000000030224,0.08600000000057488,0.08600000000057445,0.2520000000011984,0.5953702632062436,0.3766957911575072,0.027933945636249128
50,0.06,50,0.7406221352376303,12.487216768878262,2.0746941107914747,7.745935572469921,0.11139246786449686,5.627139182553523,0.021703127724378213,30.000000000000004,3.0000000000000018,265.0556262011043,4.700540893141227,12.52766658858111,0.12412026125830401,0.2385546437522609,0.0,0.0,0.05256000264759833,0.11729424620047083,0.08116798064507472,0.17577077342796166,0.04959052443325866,0.0895811142288861,0.0,0.0,0.0,0.04548071466448886,0.0,0.0,0.0,0.12000000000000001,0.029999999999999995,0.0,0.0,0.0,0.0,0.2033523671469394,0.17117812773844385,0.21284091316962842,0.08957994616173512,0.08304864578325329,0.24,0.595390785249643,0.3769023095305826,0.027706905219774532
